Term,PosScore,NegScore,Kannada
generously,0.9,0.0,ಉದಾರವಾಗಿ
nourishment,0.9,0.0,ಪೋಷಣೆ
momentous,0.9,0.0,ಮಹತ್ವದ
fortitude,0.9,0.0,ಧೈರ್ಯ
verifiable,0.9,0.0,ಪರಿಶೀಲಿಸಬಹುದಾದ
supports,0.9,0.0,ಬೆಂಬಲಿಸುತ್ತದೆ
happily,0.9,0.0,ಸಂತೋಷದಿಂದ
adoring,0.9,0.0,ಆರಾಧಿಸುವುದು
stainless,0.9,0.0,ಸ್ಟೇನ್ಲೆಸ್
treasure,0.9,0.0,ನಿಧಿ
endear,0.9,0.0,ಪ್ರೀತಿಯ
enjoying,0.9,0.0,ಆನಂದಿಸುತ್ತಿದೆ
articulate,0.9,0.0,ಉಚ್ಚರಿಸು
beautify,0.9,0.0,ಸುಂದರಗೊಳಿಸಿ
palatial,0.9,0.0,ಅರಮನೆ
win,0.9,0.0,ಗೆಲುವು
sincerely,0.9,0.0,ಪ್ರಾ ಮ ಣಿ ಕ ತೆ
loyalty,0.9,0.0,ನಿಷ್ಠೆ
strikingly,0.9,0.0,ಗಮನಾರ್ಹವಾಗಿ
rapid,0.9,0.0,ಕ್ಷಿಪ್ರ
fortuitously,0.9,0.0,ಅದೃಷ್ಟವಶಾತ್
recommended,0.9,0.0,ಶಿಫಾರಸು ಮಾಡಲಾಗಿದೆ
sharper,0.9,0.0,ತೀಕ್ಷ್ಣವಾದ
deft,0.9,0.0,ಚತುರ
pre-eminent,0.9,0.0,ಪೂರ್ವಭಾವಿ
reasonable,0.9,0.0,ಸಮಂಜಸವಾದ
nifty,0.9,0.0,ನಿಫ್ಟಿ
warm,0.9,0.0,ಬೆಚ್ಚಗಿರುತ್ತದೆ
counter-attack,0.9,0.0,ಪ್ರತಿದಾಳಿ
cajole,0.9,0.0,ಕಾಜೋಲ್
imaginative,0.9,0.0,ಕಾಲ್ಪನಿಕ
thrilling,0.9,0.0,ರೋಮಾಂಚಕ
issue-free,0.9,0.0,ಸಂಚಿಕೆ ರಹಿತ
adore,0.9,0.0,ಆರಾಧಿಸು
improves,0.9,0.0,ಸುಧಾರಿಸುತ್ತದೆ
wise,0.9,0.0,ಬುದ್ಧಿವಂತ
defeats,0.9,0.0,ಸೋಲುಗಳು
smartly,0.9,0.0,ಅಚ್ಚುಕಟ್ಟಾಗಿ
proactive,0.9,0.0,ಪೂರ್ವಭಾವಿಯಾಗಿ
yay,0.9,0.0,ಬಿಲ್ಲು
non-violence,0.9,0.0,ಅಹಿಂಸೆ
majestic,0.9,0.0,ಭವ್ಯ
worthwhile,0.9,0.0,ಉಪಯುಕ್ತ
euphoria,0.9,0.0,ಯೂಫೋರಿಯಾ
glow,0.9,0.0,ಹೊಳಪು
perfection,0.9,0.0,ಪರಿಪೂರ್ಣತೆ
brightest,0.9,0.0,ಪ್ರಕಾಶಮಾನವಾದ
evenly,0.9,0.0,ಸಮವಾಗಿ
excellent,0.9,0.0,ಅತ್ಯುತ್ತಮ
witty,0.9,0.0,ಹಾಸ್ಯದ
glitz,0.9,0.0,ಗ್ಲಿಟ್ಜ್
leverage,0.9,0.0,ಹತೋಟಿ
prospros,0.9,0.0,ಪ್ರಾಸ್ಪ್ರೊಸ್
fame,0.9,0.0,ಖ್ಯಾತಿ
golden,0.9,0.0,ಗೋಲ್ಡನ್
substantive,0.9,0.0,ಸಬ್ಸ್ಟಾಂಟಿವ್
accurately,0.9,0.0,ನಿಖರವಾಗಿ
seasoned,0.9,0.0,ಮಸಾಲೆ
stupendous,0.9,0.0,ಅದ್ಭುತ
inestimable,0.9,0.0,ಅಮೂಲ್ಯ
propitious,0.9,0.0,ಪ್ರಶಂಸನೀಯ
fashionably,0.9,0.0,ಸೊಗಸಾಗಿ
regal,0.9,0.0,ರೆಗಲ್
persevere,0.9,0.0,ಸತತ ಪ್ರಯತ್ನ
well-informed,0.9,0.0,ಸುಶಿಕ್ಷಿತ
intrigue,0.9,0.0,ಒಳಸಂಚು
jubilant,0.9,0.0,ಸಂತೋಷದಾಯಕ
euphorically,0.9,0.0,ಉತ್ಸಾಹದಿಂದ
amiability,0.9,0.0,ಸ್ನೇಹಶೀಲತೆ
suavely,0.9,0.0,suavely
galore,0.9,0.0,ಸಮೃದ್ಧ
sturdy,0.9,0.0,ಗಟ್ಟಿಮುಟ್ಟಾದ
transparent,0.9,0.0,ಪಾರದರ್ಶಕ
undamaged,0.9,0.0,ಹಾನಿಗೊಳಗಾಗದ
cohere,0.9,0.0,ಸುಸಂಬದ್ಧ
danke,0.9,0.0,ಧನ್ಯವಾದ
elatedly,0.9,0.0,ಉಲ್ಲಾಸದಿಂದ
benifits,0.9,0.0,ಬೆನಿಫಿಟ್‌ಗಳು
achievements,0.9,0.0,ಸಾಧನೆಗಳು
shimmering,0.9,0.0,ಹೊಳೆಯುವ
preferes,0.9,0.0,ಆದ್ಯತೆ
impartial,0.9,0.0,ನಿಷ್ಪಕ್ಷಪಾತ
promise,0.9,0.0,ಭರವಸೆ
spectacular,0.9,0.0,ಅದ್ಭುತ
efficacious,0.9,0.0,ಪರಿಣಾಮಕಾರಿ
passion,0.9,0.0,ಉತ್ಸಾಹ
enhances,0.9,0.0,ಹೆಚ್ಚಿಸುತ್ತದೆ
beckoning,0.9,0.0,ಎಚ್ಚರಿಕೆ
earnestly,0.9,0.0,ಶ್ರದ್ಧೆಯಿಂದ
right,0.9,0.0,ಸರಿ
mightily,0.9,0.0,ಪ್ರಬಲವಾಗಿ
favor,0.9,0.0,ಪರವಾಗಿ
ingenious,0.9,0.0,ಕುಶಲ
exuberantly,0.9,0.0,ಉತ್ಸಾಹದಿಂದ
exuberance,0.9,0.0,ಉತ್ಸಾಹ
magnificence,0.9,0.0,ಭವ್ಯತೆ
cleanest,0.9,0.0,ಸ್ವಚ್ est
gaining,0.9,0.0,ಗಳಿಸುತ್ತಿದೆ
fascinating,0.9,0.0,ಆಕರ್ಷಕ
support,0.9,0.0,ಬೆಂಬಲ
soothingly,0.9,0.0,ಹಿತವಾದ
flattering,0.9,0.0,ಹೊಗಳುವ
orderly,0.9,0.0,ಕ್ರಮಬದ್ಧ
wonderfully,0.9,0.0,ಅತ್ಯದ್ಭುತವಾಗಿ
equitable,0.9,0.0,ಸಮಾನ
first-class,0.9,0.0,ಪ್ರಥಮ ದರ್ಜೆ
honored,0.9,0.0,ಗೌರವಿಸಲಾಯಿತು
sparkle,0.9,0.0,ಪ್ರಕಾಶ
adored,0.9,0.0,ಆರಾಧಿಸಲಾಗಿದೆ
ease,0.9,0.0,ಸರಾಗ
enthrall,0.9,0.0,ಎಂಥ್ರಾಲ್
available,0.9,0.0,ಲಭ್ಯವಿದೆ
enliven,0.9,0.0,ಜೀವಂತ
impressed,0.9,0.0,ಪ್ರಭಾವಿತ
supported,0.9,0.0,ಬೆಂಬಲಿತವಾಗಿದೆ
pleasing,0.9,0.0,ಆಹ್ಲಾದಕರ
versatile,0.9,0.0,ಬಹುಮುಖ
warmly,0.9,0.0,ಉತ್ಸಾಹದಿಂದ
marvelled,0.9,0.0,ಆಶ್ಚರ್ಯಚಕಿತರಾದರು
pretty,0.9,0.0,ಸುಂದರ
sprightly,0.9,0.0,ಭಯಂಕರವಾಗಿ
fascination,0.9,0.0,ಮೋಹ
fave,0.9,0.0,fave
reasonably,0.9,0.0,ಸಮಂಜಸವಾಗಿ
ovation,0.9,0.0,ಗೌರವ
speedy,0.9,0.0,ವೇಗವಾದ
satisfy,0.9,0.0,ಪೂರೈಸು
super,0.9,0.0,ಚೆನ್ನಾಗಿದೆ
privileged,0.9,0.0,ಸವಲತ್ತು
jaw-dropping,0.9,0.0,ದವಡೆ ಬೀಳುವಿಕೆ
better-known,0.9,0.0,ಹೆಚ್ಚು ಪ್ರಸಿದ್ಧವಾಗಿದೆ
accomplishments,0.9,0.0,ಸಾಧನೆಗಳು
breakthroughs,0.9,0.0,ಪ್ರಗತಿಗಳು
hilarious,0.9,0.0,ಉಲ್ಲಾಸದ
pride,0.9,0.0,ಹೆಮ್ಮೆಯ
hail,0.9,0.0,ಆಲಿಕಲ್ಲು
gains,0.9,0.0,ಲಾಭಗಳು
rectification,0.9,0.0,ಸರಿಪಡಿಸುವಿಕೆ
kudos,0.9,0.0,ವೈಭವ
like,0.9,0.0,ಹಾಗೆ
masters,0.9,0.0,ಮಾಸ್ಟರ್ಸ್
appreciable,0.9,0.0,ಪ್ರಶಂಸನೀಯ
nicest,0.9,0.0,ಉತ್ತಮ
frolic,0.9,0.0,ಉಲ್ಲಾಸ
safely,0.9,0.0,ಸುರಕ್ಷಿತವಾಗಿ
instrumental,0.9,0.0,ವಾದ್ಯ
spectacularly,0.9,0.0,ಅದ್ಭುತ
harmless,0.9,0.0,ನಿರುಪದ್ರವ
unity,0.9,0.0,ಏಕತೆ
fast-paced,0.9,0.0,ವೇಗದ ಗತಿಯ
ecstasy,0.9,0.0,ಭಾವಪರವಶತೆ
enjoy,0.9,0.0,ಆನಂದಿಸಿ
enhancement,0.9,0.0,ವರ್ಧನೆ
assuring,0.9,0.0,ಭರವಸೆ
work,0.9,0.0,ಕೆಲಸ
edify,0.9,0.0,ಸಂಪಾದಿಸಿ
formidable,0.9,0.0,ಅಸಾಧಾರಣ
instantly,0.9,0.0,ತಕ್ಷಣ
righteously,0.9,0.0,ನ್ಯಾಯಯುತವಾಗಿ
painlessly,0.9,0.0,ನೋವುರಹಿತವಾಗಿ
comfy,0.9,0.0,ಆರಾಮ
fervidly,0.9,0.0,ಉತ್ಸಾಹದಿಂದ
approval,0.9,0.0,ಅನುಮೋದನೆ
fertile,0.9,0.0,ಫಲವತ್ತಾದ
easygoing,0.9,0.0,ಸುಲಭ
admiration,0.9,0.0,ಮೆಚ್ಚುಗೆ
reward,0.9,0.0,ಬಹುಮಾನ
promoter,0.9,0.0,ಪ್ರವರ್ತಕ
responsive,0.9,0.0,ಸ್ಪಂದಿಸುವ
rapt,0.9,0.0,ರಾಪ್ಟ್
wowing,0.9,0.0,wowing
promptly,0.9,0.0,ಕೂಡಲೇ
awestruck,0.9,0.0,awestruck
joyful,0.9,0.0,ಸಂತೋಷದಾಯಕ
dominate,0.9,0.0,ಪ್ರಾಬಲ್ಯ
capably,0.9,0.0,ಸಮರ್ಥವಾಗಿ
virtue,0.9,0.0,ಸದ್ಗುಣ
prompt,0.9,0.0,ಪ್ರಾಂಪ್ಟ್
willingly,0.9,0.0,ಸ್ವಇಚ್ಛೆಯಿಂದ
magical,0.9,0.0,ಮಾಂತ್ರಿಕ
famed,0.9,0.0,ಪ್ರಸಿದ್ಧ
angel,0.9,0.0,ದೇವತೆ
masterfully,0.9,0.0,ಕೌಶಲ್ಯದಿಂದ
amazing,0.9,0.0,ಅದ್ಭುತ
convincing,0.9,0.0,ಮನವೊಲಿಸುವ
awsome,0.9,0.0,ಭೀಕರ
reforming,0.9,0.0,ಸುಧಾರಣೆ
clever,0.9,0.0,ಚತುರ
fervently,0.9,0.0,ಉತ್ಸಾಹದಿಂದ
harmoniously,0.9,0.0,ಸಾಮರಸ್ಯದಿಂದ
compact,0.9,0.0,ಕಾಂಪ್ಯಾಕ್ಟ್
enterprising,0.9,0.0,ಉದ್ಯಮಶೀಲ
intriguing,0.9,0.0,ಆಸಕ್ತಿದಾಯಕ
aspire,0.9,0.0,ಆಕಾಂಕ್ಷೆ
elegance,0.9,0.0,ಸೊಬಗು
delightful,0.9,0.0,ಸಂತೋಷಕರ
maneuverable,0.9,0.0,ಕುಶಲ
friendly,0.9,0.0,ಸ್ನೇಹಪರ
gainfully,0.9,0.0,ಲಾಭದಾಯಕ
ideally,0.9,0.0,ಆದರ್ಶಪ್ರಾಯವಾಗಿ
complements,0.9,0.0,ಪೂರಕವಾಗಿದೆ
hardy,0.9,0.0,ಹಾರ್ಡಿ
unconditional,0.9,0.0,ಬೇಷರತ್ತಾದ
homage,0.9,0.0,ಗೌರವಾರ್ಪಣೆ
talented,0.9,0.0,ಪ್ರತಿಭಾವಂತ
stellarly,0.9,0.0,ನಾಕ್ಷತ್ರಿಕ
futurestic,0.9,0.0,ಭವಿಷ್ಯದ
congratulation,0.9,0.0,ಅಭಿನಂದನೆಗಳು
soft,0.9,0.0,ಮೃದು
glory,0.9,0.0,ವೈಭವ
encouragingly,0.9,0.0,ಪ್ರೋತ್ಸಾಹಕವಾಗಿ
stylishly,0.9,0.0,ಸೊಗಸಾಗಿ
afford,0.9,0.0,ನಿಭಾಯಿಸು
jollify,0.9,0.0,jollify
skill,0.9,0.0,ಕೌಶಲ್ಯ
reasoned,0.9,0.0,ತಾರ್ಕಿಕ
piety,0.9,0.0,ಧರ್ಮನಿಷ್ಠೆ
peaceful,0.9,0.0,ಶಾಂತಿಯುತ
warmhearted,0.9,0.0,ಆತ್ಮೀಯರು
endorsing,0.9,0.0,ಅನುಮೋದನೆ
impressively,0.9,0.0,ಪ್ರಭಾವಶಾಲಿಯಾಗಿ
bravo,0.9,0.0,ಬ್ರಾವೋ
improvement,0.9,0.0,ಸುಧಾರಣೆ
sumptuously,0.9,0.0,ರುಚಿಕರವಾಗಿ
pamper,0.9,0.0,ಮುದ್ದು
avidly,0.9,0.0,ಉತ್ಸಾಹದಿಂದ
profusion,0.9,0.0,ಸಮೃದ್ಧಿ
tenaciously,0.9,0.0,ದೃ ac ವಾಗಿ
glisten,0.9,0.0,ಹೊಳಪು
famously,0.9,0.0,ಪ್ರಸಿದ್ಧವಾಗಿ
timely,0.9,0.0,ಸಮಯೋಚಿತ
well-known,0.9,0.0,ಪ್ರಸಿದ್ಧ
tranquil,0.9,0.0,ನೆಮ್ಮದಿ
carefree,0.9,0.0,ನಿರಾತಂಕ
healthful,0.9,0.0,ಆರೋಗ್ಯಕರ
dignified,0.9,0.0,ಘನತೆ
elegant,0.9,0.0,ಸೊಗಸಾದ
easy,0.9,0.0,ಸುಲಭ
excitingly,0.9,0.0,ಅತ್ಯಾಕರ್ಷಕವಾಗಿ
well-received,0.9,0.0,ಉತ್ತಮ ಪ್ರತಿಕ್ರಿಯೆ
impressiveness,0.9,0.0,ಪ್ರಭಾವಶಾಲಿ
simplifies,0.9,0.0,ಸರಳಗೊಳಿಸುತ್ತದೆ
thrift,0.9,0.0,ಮಿತವ್ಯಯ
willingness,0.9,0.0,ಇಚ್ ness ೆ
virtuous,0.9,0.0,ಸದ್ಗುಣಶೀಲ
outperforms,0.9,0.0,ಮೀರಿಸುತ್ತದೆ
adroitly,0.9,0.0,adroitly
believable,0.9,0.0,ನಂಬಲರ್ಹ
ecstasies,0.9,0.0,ಭಾವಪರವಶತೆ
glimmering,0.9,0.0,ಮಿನುಗುವ
continuity,0.9,0.0,ನಿರಂತರತೆ
unaffected,0.9,0.0,ಪರಿಣಾಮ ಬೀರುವುದಿಲ್ಲ
neatest,0.9,0.0,ಅಚ್ಚುಕಟ್ಟಾಗಿ
prefered,0.9,0.0,ಆದ್ಯತೆ
attraction,0.9,0.0,ಆಕರ್ಷಣೆ
kindly,0.9,0.0,ದಯೆಯಿಂದ
breeze,0.9,0.0,ತಂಗಾಳಿ
amicable,0.9,0.0,ಸೌಹಾರ್ದಯುತ
flatter,0.9,0.0,ಹೊಗಳುವುದು
knowledgeable,0.9,0.0,ಜ್ಞಾನವುಳ್ಳವನು
first-in-class,0.9,0.0,ಪ್ರಥಮ ದರ್ಜೆ
gratifyingly,0.9,0.0,ಸಂತೋಷದಿಂದ
windfall,0.9,0.0,ಗಾಳಿ ಬೀಳುವಿಕೆ
nicer,0.9,0.0,ಒಳ್ಳೆಯದು
dedicated,0.9,0.0,ಮೀಸಲಾದ
well-intentioned,0.9,0.0,ಸದುದ್ದೇಶ
autonomous,0.9,0.0,ಸ್ವಾಯತ್ತ
awed,0.9,0.0,ವಿಸ್ಮಯ
promises,0.9,0.0,ಭರವಸೆಗಳು
lucrative,0.9,0.0,ಲಾಭದಾಯಕ
compassionate,0.9,0.0,ಸಹಾನುಭೂತಿ
dependably,0.9,0.0,ವಿಶ್ವಾಸಾರ್ಹವಾಗಿ
handsome,0.9,0.0,ಸುಂದರ
chic,0.9,0.0,ಚಿಕ್
excited,0.9,0.0,ಉತ್ಸುಕನಾಗಿದ್ದಾನೆ
infallibly,0.9,0.0,ತಪ್ಪಾಗಿ
proving,0.9,0.0,ಸಾಬೀತುಪಡಿಸುವುದು
impresses,0.9,0.0,ಪ್ರಭಾವ ಬೀರುತ್ತದೆ
interests,0.9,0.0,ಆಸಕ್ತಿಗಳು
enviably,0.9,0.0,ಅಸೂಯೆಯಿಂದ
dotingly,0.9,0.0,ಚುಕ್ಕೆ
superior,0.9,0.0,ಉನ್ನತ
pleasurable,0.9,0.0,ಆಹ್ಲಾದಕರ
industrious,0.9,0.0,ಶ್ರಮಶೀಲ
polite,0.9,0.0,ಸಭ್ಯ
slick,0.9,0.0,ನುಣುಪಾದ
compliant,0.9,0.0,ಕಂಪ್ಲೈಂಟ್
smile,0.9,0.0,ಸ್ಮೈಲ್
agreeably,0.9,0.0,ಒಪ್ಪುವಂತೆ
miraculousness,0.9,0.0,ಪವಾಡಸದೃತ್ವ
works,0.9,0.0,ಕೆಲಸ ಮಾಡುತ್ತದೆ
reverent,0.9,0.0,ಪೂಜ್ಯ
graciously,0.9,0.0,ಮನೋಹರವಾಗಿ
pinnacle,0.9,0.0,ಪರಾಕಾಷ್ಠೆ
risk-free,0.9,0.0,ಅಪಾಯ ಮುಕ್ತ
empathize,0.9,0.0,ಅನುಭೂತಿ
righteous,0.9,0.0,ನೀತಿವಂತ
subsidize,0.9,0.0,ಸಬ್ಸಿಡಿ
effusion,0.9,0.0,ಎಫ್ಯೂಷನ್
unfazed,0.9,0.0,ಅಜಾಗರೂಕ
awarded,0.9,0.0,ಪ್ರಶಸ್ತಿ ನೀಡಲಾಗಿದೆ
excelled,0.9,0.0,ಉತ್ತಮವಾಗಿದೆ
beckon,0.9,0.0,ಬೇಕನ್
well-backlit,0.9,0.0,ಚೆನ್ನಾಗಿ ಬ್ಯಾಕ್ಲಿಟ್
law-abiding,0.9,0.0,ಕಾನೂನು ಪಾಲಿಸುವ
eased,0.9,0.0,ಸರಾಗವಾಯಿತು
amusingly,0.9,0.0,ವಿನೋದಮಯವಾಗಿ
sensible,0.9,0.0,ಸಂವೇದನಾಶೀಲ
impeccable,0.9,0.0,ನಿಷ್ಪಾಪ
awesomely,0.9,0.0,ಅದ್ಭುತ
competitive,0.9,0.0,ಸ್ಪರ್ಧಾತ್ಮಕ
bravery,0.9,0.0,ಧೈರ್ಯ
distinction,0.9,0.0,ವ್ಯತ್ಯಾಸ
sagacity,0.9,0.0,ಚತುರತೆ
goood,0.9,0.0,ಗೂಡ್
properly,0.9,0.0,ಸರಿಯಾಗಿ
bloom,0.9,0.0,ಅರಳುತ್ತವೆ
freshest,0.9,0.0,ಫ್ರೆಶೆಸ್ಟ್
richly,0.9,0.0,ಸಮೃದ್ಧವಾಗಿ
well-wishers,0.9,0.0,ಹಿತೈಷಿಗಳು
flawlessly,0.9,0.0,ದೋಷರಹಿತವಾಗಿ
quaint,0.9,0.0,ವಿಲಕ್ಷಣ
smartest,0.9,0.0,ಸ್ಮಾರ್ಟೆಸ್ಟ್
gracious,0.9,0.0,ಕೃಪೆ
youthful,0.9,0.0,ಯುವಕ
revolutionizes,0.9,0.0,ಕ್ರಾಂತಿಯುಂಟುಮಾಡುತ್ತದೆ
eloquently,0.9,0.0,ನಿರರ್ಗಳವಾಗಿ
beautiful,0.9,0.0,ಸುಂದರ
feasibly,0.9,0.0,ಕಾರ್ಯಸಾಧ್ಯವಾಗಿ
relaxed,0.9,0.0,ಶಾಂತ
succes,0.9,0.0,ಯಶಸ್ಸು
incredible,0.9,0.0,ನಂಬಲಾಗದ
recovery,0.9,0.0,ಚೇತರಿಕೆ
wisely,0.9,0.0,ಬುದ್ಧಿವಂತಿಕೆಯಿಂದ
effective,0.9,0.0,ಪರಿಣಾಮಕಾರಿ
merriment,0.9,0.0,ಸಂತೋಷ
low-risk,0.9,0.0,ಕಡಿಮೆ ಅಪಾಯ
affluence,0.9,0.0,ಶ್ರೀಮಂತಿಕೆ
admirable,0.9,0.0,ಪ್ರಶಂಸನೀಯ
inpressed,0.9,0.0,ಪ್ರಭಾವಿತ
wows,0.9,0.0,ವಾಹ್ಸ್
refine,0.9,0.0,ಪರಿಷ್ಕರಿಸಿ
brave,0.9,0.0,ಧೈರ್ಯಶಾಲಿ
amity,0.9,0.0,ಸೌಹಾರ್ದತೆ
benevolent,0.9,0.0,ಪರೋಪಕಾರಿ
securely,0.9,0.0,ಸುರಕ್ಷಿತವಾಗಿ
improved,0.9,0.0,ಸುಧಾರಿಸಲಾಗಿದೆ
desiring,0.9,0.0,ಅಪೇಕ್ಷೆ
reform,0.9,0.0,ಸುಧಾರಣೆ
romantically,0.9,0.0,ರೋಮ್ಯಾಂಟಿಕ್
sporty,0.9,0.0,ಸ್ಪೋರ್ಟಿ
reverence,0.9,0.0,ಪೂಜ್ಯ
invigorate,0.9,0.0,ಉತ್ತೇಜಿಸಿ
outstanding,0.9,0.0,ಬಾಕಿ ಉಳಿದಿದೆ
prefers,0.9,0.0,ಆದ್ಯತೆ ನೀಡುತ್ತದೆ
magnificent,0.9,0.0,ಭವ್ಯವಾದ
outperformed,0.9,0.0,ಮೀರಿಸಿದೆ
eminence,0.9,0.0,ಶ್ರೇಷ್ಠತೆ
satisified,0.9,0.0,ತೃಪ್ತಿ
enviousness,0.9,0.0,ಅಸೂಯೆ
overjoyed,0.9,0.0,ಸಂತೋಷದಿಂದ
sophisticated,0.9,0.0,ಅತ್ಯಾಧುನಿಕ
extol,0.9,0.0,extol
astonishingly,0.9,0.0,ಆಶ್ಚರ್ಯಕರವಾಗಿ
world-famous,0.9,0.0,ಜಗತ್ಪ್ರಸಿದ್ಧ
gratitude,0.9,0.0,ಕೃತಜ್ಞತೆ
deservedly,0.9,0.0,ಅರ್ಹವಾಗಿ
mesmerizingly,0.9,0.0,ಸಮ್ಮೋಹನಗೊಳಿಸುವಂತೆ
unparalleled,0.9,0.0,ಸಾಟಿಯಿಲ್ಲದ
