Term,PosScore,NegScore,Marathi
compact,0.9,0.0,कॉम्पॅक्ट
enterprising,0.9,0.0,उद्योजक
intriguing,0.9,0.0,उत्साही
aspire,0.9,0.0,महत्वाकांक्षा
elegance,0.9,0.0,लालित्य
delightful,0.9,0.0,आनंददायक
maneuverable,0.9,0.0,maneuveable
friendly,0.9,0.0,अनुकूल
gainfully,0.9,0.0,फायदेशीरपणे
ideally,0.9,0.0,आदर्शपणे
complements,0.9,0.0,पूरक
hardy,0.9,0.0,हार्डी
unconditional,0.9,0.0,बिनशर्त
homage,0.9,0.0,आदरांजली
talented,0.9,0.0,हुशार
stellarly,0.9,0.0,स्पष्टपणे
futurestic,0.9,0.0,भावी
congratulation,0.9,0.0,अभिनंदन
soft,0.9,0.0,मऊ
glory,0.9,0.0,गौरव
encouragingly,0.9,0.0,उत्साहाने
stylishly,0.9,0.0,स्टायलिशली
afford,0.9,0.0,परवडेल
jollify,0.9,0.0,घोटाळा
skill,0.9,0.0,कौशल्य
reasoned,0.9,0.0,तर्कसंगत
piety,0.9,0.0,धार्मिकता
peaceful,0.9,0.0,शांत
warmhearted,0.9,0.0,मनापासून
endorsing,0.9,0.0,समर्थन
impressively,0.9,0.0,प्रभावीपणे
bravo,0.9,0.0,ब्राव्हो
improvement,0.9,0.0,सुधारणा
sumptuously,0.9,0.0,तीव्रपणे
pamper,0.9,0.0,लाड करणे
avidly,0.9,0.0,उत्सुकतेने
profusion,0.9,0.0,भ्रम
tenaciously,0.9,0.0,कठोरपणे
glisten,0.9,0.0,चमकणे
famously,0.9,0.0,प्रख्यात
timely,0.9,0.0,वेळेवर
well-known,0.9,0.0,सुप्रसिद्ध
tranquil,0.9,0.0,निश्चल
carefree,0.9,0.0,निश्चिंत
healthful,0.9,0.0,आरोग्यदायी
dignified,0.9,0.0,प्रतिष्ठित
elegant,0.9,0.0,मोहक
easy,0.9,0.0,सोपे
excitingly,0.9,0.0,उत्साहाने
well-received,0.9,0.0,चांगले
impressiveness,0.9,0.0,प्रभावीपणा
simplifies,0.9,0.0,सुलभ करते
thrift,0.9,0.0,काटकसर
willingness,0.9,0.0,इच्छा
virtuous,0.9,0.0,सद्गुण
outperforms,0.9,0.0,आउटफॉर्म्स
adroitly,0.9,0.0,adroitly
believable,0.9,0.0,विश्वासार्ह
ecstasies,0.9,0.0,उत्साह
glimmering,0.9,0.0,चकाकी
continuity,0.9,0.0,सातत्य
unaffected,0.9,0.0,अप्रभावित
neatest,0.9,0.0,नेटेस्ट
prefered,0.9,0.0,प्राधान्य दिले
attraction,0.9,0.0,आकर्षण
kindly,0.9,0.0,प्रेमळ
breeze,0.9,0.0,ब्रीझ
amicable,0.9,0.0,प्रेमळ
flatter,0.9,0.0,चापट
knowledgeable,0.9,0.0,ज्ञानी
first-in-class,0.9,0.0,प्रथम श्रेणीत
gratifyingly,0.9,0.0,कृतज्ञतापूर्वक
windfall,0.9,0.0,वारा पडणे
nicer,0.9,0.0,चांगले
dedicated,0.9,0.0,समर्पित
well-intentioned,0.9,0.0,हेतुपुरस्सर
autonomous,0.9,0.0,स्वायत्त
awed,0.9,0.0,विचित्र
promises,0.9,0.0,आश्वासने
lucrative,0.9,0.0,किफायतशीर
compassionate,0.9,0.0,अनुकंपा
dependably,0.9,0.0,अवलंबून
handsome,0.9,0.0,देखणा
chic,0.9,0.0,डोळ्यात भरणारा
excited,0.9,0.0,उत्साहित
infallibly,0.9,0.0,अचूकपणे
proving,0.9,0.0,सिद्ध करीत आहे
impresses,0.9,0.0,प्रभावित करते
interests,0.9,0.0,आवडी
enviably,0.9,0.0,हेवा म्हणून
dotingly,0.9,0.0,विचित्रपणे
superior,0.9,0.0,श्रेष्ठ
pleasurable,0.9,0.0,आनंददायक
industrious,0.9,0.0,मेहनती
polite,0.9,0.0,सभ्य
slick,0.9,0.0,हुशार
compliant,0.9,0.0,सहत्व
smile,0.9,0.0,स्मित
agreeably,0.9,0.0,सहमत आहे
miraculousness,0.9,0.0,चमत्कार
works,0.9,0.0,कार्य करते
reverent,0.9,0.0,आदरयुक्त
graciously,0.9,0.0,कृपापूर्वक
pinnacle,0.9,0.0,शिखर
risk-free,0.9,0.0,जोखीम मुक्त
empathize,0.9,0.0,सहानुभूती
righteous,0.9,0.0,नीतिमान
subsidize,0.9,0.0,अनुदान
effusion,0.9,0.0,ओतणे
unfazed,0.9,0.0,बेबनाव
awarded,0.9,0.0,पुरस्कृत
excelled,0.9,0.0,उत्कृष्ट
beckon,0.9,0.0,बेकॉन
well-backlit,0.9,0.0,चांगले-बॅकलिट
law-abiding,0.9,0.0,कायद्याचे पालन करणारा
eased,0.9,0.0,सुलभ
amusingly,0.9,0.0,गमतीशीर
sensible,0.9,0.0,शहाणा
impeccable,0.9,0.0,निर्दोष
awesomely,0.9,0.0,आश्चर्यकारकपणे
competitive,0.9,0.0,स्पर्धात्मक
bravery,0.9,0.0,शौर्य
distinction,0.9,0.0,भेद
sagacity,0.9,0.0,भावपूर्णता
goood,0.9,0.0,चांगले
properly,0.9,0.0,व्यवस्थित
bloom,0.9,0.0,तजेला
freshest,0.9,0.0,सर्वात ताजे
richly,0.9,0.0,विपुलपणे
well-wishers,0.9,0.0,शुभचिंतक
flawlessly,0.9,0.0,निर्दोषपणे
quaint,0.9,0.0,विलक्षण
smartest,0.9,0.0,हुशार
gracious,0.9,0.0,दयाळू
youthful,0.9,0.0,तरूण
revolutionizes,0.9,0.0,क्रांती घडवते
eloquently,0.9,0.0,स्पष्टपणे
beautiful,0.9,0.0,सुंदर
feasibly,0.9,0.0,शक्यतो
relaxed,0.9,0.0,निवांत
succes,0.9,0.0,यश
incredible,0.9,0.0,अविश्वसनीय
recovery,0.9,0.0,पुनर्प्राप्ती
wisely,0.9,0.0,हुशारीने
effective,0.9,0.0,प्रभावी
merriment,0.9,0.0,आनंद
low-risk,0.9,0.0,कमी जोखीम
affluence,0.9,0.0,संपन्नता
admirable,0.9,0.0,प्रशंसनीय
inpressed,0.9,0.0,Inpressed
wows,0.9,0.0,व्वा
refine,0.9,0.0,परिष्कृत
brave,0.9,0.0,शूर
amity,0.9,0.0,प्रेम
benevolent,0.9,0.0,परोपकारी
securely,0.9,0.0,सुरक्षितपणे
improved,0.9,0.0,सुधारित
desiring,0.9,0.0,इच्छा आहे
reform,0.9,0.0,सुधारणा
romantically,0.9,0.0,प्रणयरित्या
sporty,0.9,0.0,स्पोर्टी
reverence,0.9,0.0,श्रद्धा
invigorate,0.9,0.0,उत्साह वाढवणे
outstanding,0.9,0.0,थकबाकी
prefers,0.9,0.0,प्राधान्य
magnificent,0.9,0.0,भव्य
outperformed,0.9,0.0,मात
eminence,0.9,0.0,प्रतिष्ठा
satisified,0.9,0.0,समाधानी
enviousness,0.9,0.0,मत्सर
overjoyed,0.9,0.0,आनंद झाला
sophisticated,0.9,0.0,परिष्कृत
extol,0.9,0.0,स्तुती करणे
astonishingly,0.9,0.0,आश्चर्यचकितपणे
world-famous,0.9,0.0,जग प्रसिद्ध
gratitude,0.9,0.0,कृतज्ञता
deservedly,0.9,0.0,योग्य
mesmerizingly,0.9,0.0,मंत्रमुग्धपणे
unparalleled,0.9,0.0,अतुलनीय
gorgeously,0.9,0.0,भव्यपणे
genial,0.9,0.0,छान
succeed,0.9,0.0,यशस्वी
beautifullly,0.9,0.0,सुशोभितपणे
faithfully,0.9,0.0,विश्वासाने
priceless,0.9,0.0,अमूल्य
exultant,0.9,0.0,नृत्य
thank,0.9,0.0,धन्यवाद
thumbs-up,0.9,0.0,उत्तम
titillating,0.9,0.0,शीर्षक
preferably,0.9,0.0,शक्यतो
wonder,0.9,0.0,आश्चर्य
jubilate,0.9,0.0,आनंदोत्सव
finest,0.9,0.0,उत्कृष्ट
recommendation,0.9,0.0,शिफारस
astonishing,0.9,0.0,आश्चर्यकारक
enrapt,0.9,0.0,आत शिरणे
honesty,0.9,0.0,प्रामाणिकपणा
luxury,0.9,0.0,लक्झरी
futuristic,0.9,0.0,भविष्यवादी
important,0.9,0.0,महत्वाचे
gaily,0.9,0.0,गईल
smooth,0.9,0.0,गुळगुळीत
stronger,0.9,0.0,मजबूत
high-spirited,0.9,0.0,उच्च उत्साही
succeeding,0.9,0.0,यशस्वी
beloved,0.9,0.0,प्रिय
beautifully,0.9,0.0,सुंदर
sustainable,0.9,0.0,टिकाऊ
staunch,0.9,0.0,कट्टर
nice,0.9,0.0,छान
acclamation,0.9,0.0,प्रशंसा
stellar,0.9,0.0,तार्यांचा
favorited,0.9,0.0,आवडले
zenith,0.9,0.0,जेनिथ
courteous,0.9,0.0,सभ्य
heroically,0.9,0.0,वीरपणे
lucky,0.9,0.0,भाग्यवान
correctly,0.9,0.0,योग्यरित्या
prudent,0.9,0.0,विवेकी
success,0.9,0.0,यश
lustrous,0.9,0.0,लंपट
non-violent,0.9,0.0,अहिंसक
fervid,0.9,0.0,चिडखोर
gratifying,0.9,0.0,समाधानकारक
statuesque,0.9,0.0,पुतळा
heartening,0.9,0.0,हार्दिक
unequivocally,0.9,0.0,स्पष्टपणे
brand-new,0.9,0.0,नवीन
blockbuster,0.9,0.0,ब्लॉकबस्टर
breathtaking,0.9,0.0,चित्तथरारक
remission,0.9,0.0,माफी
heal,0.9,0.0,बरे
accomodative,0.9,0.0,राहण्याची सोय
ebullience,0.9,0.0,उदासपणा
rightness,0.9,0.0,औचित्य
nobly,0.9,0.0,उदंड
finer,0.9,0.0,बारीक
gaiety,0.9,0.0,आनंदी
eagerly,0.9,0.0,उत्सुकतेने
accessable,0.9,0.0,प्रवेश करण्यायोग्य
acclaim,0.9,0.0,प्रशंसा
self-sufficient,0.9,0.0,स्वयंपूर्ण
adulatory,0.9,0.0,नियामक
roomy,0.9,0.0,प्रशस्त
harmonious,0.9,0.0,कर्णमधुर
ecstatically,0.9,0.0,उत्साहाने
relent,0.9,0.0,शांत
impassioned,0.9,0.0,उत्कट
rectifying,0.9,0.0,सुधारत आहे
prize,0.9,0.0,बक्षीस
beauteous,0.9,0.0,सुंदर
confidence,0.9,0.0,आत्मविश्वास
cherished,0.9,0.0,प्रेमळ
outstrip,0.9,0.0,आऊटस्ट्रिप
wieldy,0.9,0.0,वेल्डी
picturesque,0.9,0.0,नयनरम्य
educated,0.9,0.0,सुशिक्षित
dauntless,0.9,0.0,निर्भय
embolden,0.9,0.0,उदंड
reaffirmation,0.9,0.0,पुष्टीकरण
cost-saving,0.9,0.0,खर्च बचत
brainy,0.9,0.0,मेंदूत
unencumbered,0.9,0.0,बिनविरोध
amenity,0.9,0.0,सुविधा
valor,0.9,0.0,मूल्य
convience,0.9,0.0,खात्री
err-free,0.9,0.0,चूकमुक्त
hotcake,0.9,0.0,गरम केक
delighted,0.9,0.0,आनंद झाला
prestigious,0.9,0.0,प्रतिष्ठित
amazingly,0.9,0.0,आश्चर्यकारकपणे
encourage,0.9,0.0,प्रोत्साहित करा
liked,0.9,0.0,आवडले
correct,0.9,0.0,योग्य
outdo,0.9,0.0,मागे टाकणे
helped,0.9,0.0,मदत केली
accolade,0.9,0.0,प्रशंसा
invulnerable,0.9,0.0,अभेद्य
defeating,0.9,0.0,पराभूत
gems,0.9,0.0,रत्ने
low-priced,0.9,0.0,कमी किंमतीची
patiently,0.9,0.0,संयमाने
dazzle,0.9,0.0,चकचकीत
enviable,0.9,0.0,हेवा करण्यायोग्य
engaging,0.9,0.0,आकर्षक
ingenuous,0.9,0.0,कल्पक
peach,0.9,0.0,सुदंर आकर्षक मुलगी
gleefully,0.9,0.0,आनंदाने
supurbly,0.9,0.0,supurbly
refund,0.9,0.0,परतावा
lower-priced,0.9,0.0,कमी किंमत
patriotic,0.9,0.0,देशभक्त
calmness,0.9,0.0,शांतता
irreplaceable,0.9,0.0,न बदलता येण्यासारखे
fearlessly,0.9,0.0,निर्भयपणे
steadfastly,0.9,0.0,स्थिरपणे
exalting,0.9,0.0,उदात्त
trustworthiness,0.9,0.0,विश्वासार्हता
accommodative,0.9,0.0,सोयीस्कर
unrestricted,0.9,0.0,प्रतिबंधित
affordably,0.9,0.0,परवडणारे
appeal,0.9,0.0,अपील
integrated,0.9,0.0,एकात्मिक
dead-on,0.9,0.0,मृत
remarkable,0.9,0.0,उल्लेखनीय
brainiest,0.9,0.0,बुद्धीमान
time-honored,0.9,0.0,वेळ-सन्मान
savior,0.9,0.0,रक्षणकर्ता
backbone,0.9,0.0,पाठीचा कणा
outstandingly,0.9,0.0,उत्कृष्टपणे
amazement,0.9,0.0,आश्चर्य
replaceable,0.9,0.0,बदलण्यायोग्य
swankiest,0.9,0.0,swankiest
energy-saving,0.9,0.0,उर्जेची बचत करणे
prodigious,0.9,0.0,उदंड
amicably,0.9,0.0,प्रेमळपणे
guarantee,0.9,0.0,हमी
simplifying,0.9,0.0,सरलीकरण
supremacy,0.9,0.0,वर्चस्व
softer,0.9,0.0,मऊ
honest,0.9,0.0,प्रामाणिक
covenant,0.9,0.0,करार
striking,0.9,0.0,टोलावणे
sensitive,0.9,0.0,संवेदनशील
attractively,0.9,0.0,आकर्षकपणे
electrify,0.9,0.0,विद्युतीकरण
best-performing,0.9,0.0,उत्कृष्ट कामगिरी
simplify,0.9,0.0,सुलभ करा
spellbinding,0.9,0.0,शब्दलेखन
cure-all,0.9,0.0,बरा
hands-down,0.9,0.0,हात खाली
soundly,0.9,0.0,शांतपणे
snappy,0.9,0.0,चिडखोर
exquisite,0.9,0.0,उत्कृष्ट
reassure,0.9,0.0,आश्वासन
brilliances,0.9,0.0,brilliances
paramount,0.9,0.0,सर्वोपरि
dextrous,0.9,0.0,निंदनीय
lucidly,0.9,0.0,lucidly
contrasty,0.9,0.0,विरोधाभासी
accomplishment,0.9,0.0,सिद्धी
humorous,0.9,0.0,विनोदी
appropriate,0.9,0.0,योग्य
undisputably,0.9,0.0,निर्विवादपणे
clearly,0.9,0.0,स्पष्टपणे
admiringly,0.9,0.0,आदरपूर्वक
eventful,0.9,0.0,प्रसंग
guidance,0.9,0.0,मार्गदर्शन
hallowed,0.9,0.0,पवित्र
liberate,0.9,0.0,मुक्त करा
reclaim,0.9,0.0,पुन्हा हक्क सांगा
outperform,0.9,0.0,आउटफॉर्म
valiant,0.9,0.0,शूर
magnanimously,0.9,0.0,मोठेपणाने
upliftingly,0.9,0.0,उत्थान
heaven,0.9,0.0,स्वर्ग
robust,0.9,0.0,मजबूत
blameless,0.9,0.0,निर्दोष
spellbind,0.9,0.0,शब्दलेखन
meritorious,0.9,0.0,गुणवान
self-determination,0.9,0.0,आत्मनिर्णय
happiness,0.9,0.0,आनंद
enjoyable,0.9,0.0,आनंददायक
subsidizes,0.9,0.0,अनुदान
nurturing,0.9,0.0,पालनपोषण
eminent,0.9,0.0,ख्यातनाम
heavenly,0.9,0.0,स्वर्गीय
engrossing,0.9,0.0,मोहक
rich,0.9,0.0,श्रीमंत
humor,0.9,0.0,विनोद
first-rate,0.9,0.0,प्रथम दर
unselfish,0.9,0.0,निःस्वार्थ
oasis,0.9,0.0,ओएसिस
poised,0.9,0.0,समतोल
kid-friendly,0.9,0.0,मुलासाठी अनुकूल
harmonize,0.9,0.0,सुसंवाद साधणे
vigilant,0.9,0.0,जागरुक
outwit,0.9,0.0,चुकणे
adoringly,0.9,0.0,प्रेमळपणे
quieter,0.9,0.0,शांत
fondly,0.9,0.0,प्रेमळपणे
instructive,0.9,0.0,उपदेशात्मक
complemented,0.9,0.0,पूरक
all-around,0.9,0.0,सर्व सुमारे
hallmarks,0.9,0.0,हॉलमार्क
soundness,0.9,0.0,आवाज
dashing,0.9,0.0,धडपड
overtaken,0.9,0.0,मागे टाकले
grace,0.9,0.0,कृपा
advocate,0.9,0.0,वकिली
fanfare,0.9,0.0,धूम
jubilantly,0.9,0.0,आनंदाने
praising,0.9,0.0,स्तुती
tops,0.9,0.0,उत्कृष्ट
succeeds,0.9,0.0,यशस्वी
astonished,0.9,0.0,आश्चर्यचकित
danken,0.9,0.0,धन्यवाद
affection,0.9,0.0,आपुलकी
geeky,0.9,0.0,हळूवार
hot,0.9,0.0,गरम
advantageous,0.9,0.0,फायदेशीर
improve,0.9,0.0,सुधारणे
sweetheart,0.9,0.0,प्रेयसी
eloquence,0.9,0.0,वक्तृत्व
audibly,0.9,0.0,श्रवणशक्तीने
charmingly,0.9,0.0,मोहकपणे
incredibly,0.9,0.0,विश्वास बसणार नाही इतका
solicitous,0.9,0.0,एकटा
well-made,0.9,0.0,चांगले केले
logical,0.9,0.0,तार्किक
zeal,0.9,0.0,आवेश
thoughtfully,0.9,0.0,विचारपूर्वक
solid,0.9,0.0,घन
deference,0.9,0.0,आदर
intuitive,0.9,0.0,अंतर्ज्ञानी
punctual,0.9,0.0,विरामचिन्हे
hallmark,0.9,0.0,हॉलमार्क
redeeming,0.9,0.0,सोडवत आहे
safe,0.9,0.0,सुरक्षित
excallent,0.9,0.0,उत्कृष्ट
fortune,0.9,0.0,भाग्य
grin,0.9,0.0,हसणे
awesomeness,0.9,0.0,आश्चर्यकारकपणा
succeeded,0.9,0.0,यशस्वी
beckons,0.9,0.0,बेकन्स
pamperedly,0.9,0.0,अजिबात
appreciative,0.9,0.0,कौतुकास्पद
thrilled,0.9,0.0,आनंदित
loyal,0.9,0.0,निष्ठावंत
adventurous,0.9,0.0,साहसी
booming,0.9,0.0,भरभराटीचा
renown,0.9,0.0,यश
dote,0.9,0.0,हुंडा
reformed,0.9,0.0,सुधारित
excellently,0.9,0.0,उत्कृष्टपणे
fresh,0.9,0.0,ताजे
exceedingly,0.9,0.0,फारच
undisputable,0.9,0.0,निर्विवाद
distinctive,0.9,0.0,विशिष्ट
hale,0.9,0.0,हॅले
gloriously,0.9,0.0,वैभवाने
elan,0.9,0.0,घोषणा
stylized,0.9,0.0,शैलीकृत
sweeten,0.9,0.0,गोड
alluring,0.9,0.0,मोहक
fecilitous,0.9,0.0,कल्पित
overtaking,0.9,0.0,ओव्हरटेकिंग
saver,0.9,0.0,बचतकर्ता
ftw,0.9,0.0,ftw
laudable,0.9,0.0,प्रशंसनीय
euphoric,0.9,0.0,उत्साहपूर्ण
impartially,0.9,0.0,निःपक्षपातीपणे
lifesaver,0.9,0.0,जीवरक्षक
simplest,0.9,0.0,सर्वात सोपा
excellency,0.9,0.0,उत्कृष्टता
agility,0.9,0.0,चपळता
blessing,0.9,0.0,आशीर्वाद
winnable,0.9,0.0,जिंकलेले
fair,0.9,0.0,योग्य
monumentally,0.9,0.0,स्मारक म्हणून
felicity,0.9,0.0,सत्कार
hottest,0.9,0.0,सर्वात लोकप्रिय
courtly,0.9,0.0,न्यायालयीन
headway,0.9,0.0,प्रगती
bonuses,0.9,0.0,बोनस
best-known,0.9,0.0,प्रख्यात
significant,0.9,0.0,लक्षणीय
smoothes,0.9,0.0,गुळगुळीत
prettily,0.9,0.0,prettily
affinity,0.9,0.0,आत्मीयता
meaningful,0.9,0.0,अर्थपूर्ण
prosperous,0.9,0.0,समृद्ध
ambitiously,0.9,0.0,महत्वाकांक्षेने
versatility,0.9,0.0,अष्टपैलुत्व
lawfully,0.9,0.0,कायदेशीररित्या
resourceful,0.9,0.0,संसाधनात्मक
endearing,0.9,0.0,प्रेमळ
felicitate,0.9,0.0,शुभेच्छा
heartily,0.9,0.0,मनापासून
admire,0.9,0.0,प्रशंसा
suffices,0.9,0.0,पुरेशी
aspirations,0.9,0.0,आकांक्षा
infallibility,0.9,0.0,अपूर्णता
surpass,0.9,0.0,मागे टाकणे
delicious,0.9,0.0,रुचकर
complimentary,0.9,0.0,मानार्थ
novelty,0.9,0.0,अद्भुतता
coherence,0.9,0.0,सुसंवाद
subsidized,0.9,0.0,अनुदानित
surreal,0.9,0.0,अतिरेकी
spiritual,0.9,0.0,अध्यात्मिक
grandeur,0.9,0.0,महानता
improving,0.9,0.0,सुधारत आहे
goodness,0.9,0.0,चांगुलपणा
bonus,0.9,0.0,बोनस
amusing,0.9,0.0,मनोरंजक
confident,0.9,0.0,आत्मविश्वास
felicitous,0.9,0.0,सुसंस्कृत
compactly,0.9,0.0,कॉम्पॅक्टली
trivially,0.9,0.0,क्षुल्लक
achievable,0.9,0.0,प्राप्य
merrily,0.9,0.0,आनंदाने
exhilarating,0.9,0.0,आनंददायक
thrills,0.9,0.0,थरार
tidy,0.9,0.0,नीटनेटका
jubiliant,0.9,0.0,जयंती
sensibly,0.9,0.0,संवेदनशीलतेने
restructure,0.9,0.0,पुनर्रचना
miraculous,0.9,0.0,चमत्कारी
glee,0.9,0.0,आनंद
whoa,0.9,0.0,ओहो
superb,0.9,0.0,भव्य
obsession,0.9,0.0,व्यापणे
joyfully,0.9,0.0,आनंदाने
undisputed,0.9,0.0,निर्विवाद
comely,0.9,0.0,सुस्त
gorgeous,0.9,0.0,भव्य
luckier,0.9,0.0,भाग्यवान
worth,0.9,0.0,किमतीची
beneficially,0.9,0.0,फायदेशीरपणे
user-replaceable,0.9,0.0,वापरकर्ता-बदलण्यायोग्य
decent,0.9,0.0,सभ्य
blissfully,0.9,0.0,आनंदाने
salutary,0.9,0.0,नमस्कार
commodious,0.9,0.0,कमोडिटी
stable,0.9,0.0,स्थिर
scenic,0.9,0.0,निसर्गरम्य
unassailable,0.9,0.0,अनुपलब्ध
holy,0.9,0.0,पवित्र
invincibility,0.9,0.0,अजिंक्यता
enchant,0.9,0.0,जादू करा
appealing,0.9,0.0,आकर्षक
resolute,0.9,0.0,दृढ
titillatingly,0.9,0.0,शिखर
excellence,0.9,0.0,उत्कृष्टता
perfect,0.9,0.0,परिपूर्ण
revolutionized,0.9,0.0,क्रांती झाली
exalted,0.9,0.0,उदात्त
loves,0.9,0.0,आवडतात
accolades,0.9,0.0,प्रशंसा
delectable,0.9,0.0,निंदनीय
wowed,0.9,0.0,व्वा
