Term,PosScore,NegScore,hindi
awsome,0.9,0.0,awsome
reforming,0.9,0.0,सुधार
clever,0.9,0.0,चतुर
fervently,0.9,0.0,उत्साह
harmoniously,0.9,0.0,सौहार्दपूर्वक
compact,0.9,0.0,सघन
enterprising,0.9,0.0,उद्यमी
intriguing,0.9,0.0,पेचीदा
aspire,0.9,0.0,महत्त्वाकांक्षा करना
elegance,0.9,0.0,लालित्य
delightful,0.9,0.0,रमणीय
maneuverable,0.9,0.0,maneuverable
friendly,0.9,0.0,अनुकूल
gainfully,0.9,0.0,लाभप्रद
ideally,0.9,0.0,आदर्श
complements,0.9,0.0,पूरक
hardy,0.9,0.0,साहसी
unconditional,0.9,0.0,बिना शर्त
homage,0.9,0.0,श्रद्धा
talented,0.9,0.0,प्रतिभावान
stellarly,0.9,0.0,stellarly
futurestic,0.9,0.0,futurestic
congratulation,0.9,0.0,बधाई
soft,0.9,0.0,मुलायम
glory,0.9,0.0,महिमा
encouragingly,0.9,0.0,प्रोत्साहन
stylishly,0.9,0.0,सुरुचिपूर्ण ढंग से
afford,0.9,0.0,बर्दाश्त
jollify,0.9,0.0,ख़ुश होना
skill,0.9,0.0,कौशल
reasoned,0.9,0.0,तर्क
piety,0.9,0.0,शील
peaceful,0.9,0.0,शांतिपूर्ण
warmhearted,0.9,0.0,नेक
endorsing,0.9,0.0,पुष्टि
impressively,0.9,0.0,प्रभावशाली
bravo,0.9,0.0,वाहवाही
improvement,0.9,0.0,सुधार की
sumptuously,0.9,0.0,बहुमुल्य वस्तु
pamper,0.9,0.0,लाड़ प्यार
avidly,0.9,0.0,उत्सुकतापूर्वक
profusion,0.9,0.0,प्रचुरता
tenaciously,0.9,0.0,मजबूती से पकड़े हुए
glisten,0.9,0.0,चमकना
famously,0.9,0.0,प्रसिद्धि से
timely,0.9,0.0,समयोचित
well-known,0.9,0.0,जाने-माने
tranquil,0.9,0.0,शांत
carefree,0.9,0.0,लापरवाह
healthful,0.9,0.0,स्वस्थ
dignified,0.9,0.0,अभिमानी
elegant,0.9,0.0,शिष्ट
easy,0.9,0.0,आसान
excitingly,0.9,0.0,excitingly
well-received,0.9,0.0,ठीक ढंग से प्राप्त
impressiveness,0.9,0.0,भव्यता
simplifies,0.9,0.0,सरल
thrift,0.9,0.0,किफ़ायत
willingness,0.9,0.0,इच्छा
virtuous,0.9,0.0,धार्मिक
outperforms,0.9,0.0,Outperforms
adroitly,0.9,0.0,मुस्तैदी से
believable,0.9,0.0,मुमकिन
ecstasies,0.9,0.0,ecstasies
glimmering,0.9,0.0,मंद प्रकाश
continuity,0.9,0.0,निरंतरता
unaffected,0.9,0.0,अप्रभावित
neatest,0.9,0.0,neatest
prefered,0.9,0.0,पसंदीदा
attraction,0.9,0.0,आकर्षण
kindly,0.9,0.0,की कृपा करे
breeze,0.9,0.0,समीर
amicable,0.9,0.0,मैत्रीपूर्ण
flatter,0.9,0.0,चापलूसी करना
knowledgeable,0.9,0.0,जानकार
first-in-class,0.9,0.0,फर्स्ट-इन-वर्ग
gratifyingly,0.9,0.0,gratifyingly
windfall,0.9,0.0,अप्रत्याशित
nicer,0.9,0.0,अच्छे
dedicated,0.9,0.0,समर्पित
well-intentioned,0.9,0.0,नेकनीयत
autonomous,0.9,0.0,स्वायत्त
awed,0.9,0.0,awed
promises,0.9,0.0,वादे
lucrative,0.9,0.0,लाभप्रद
compassionate,0.9,0.0,दयालु
dependably,0.9,0.0,भरोसे के साथ
handsome,0.9,0.0,सुंदर
chic,0.9,0.0,ठाठ
excited,0.9,0.0,उत्साहित
infallibly,0.9,0.0,बिना गलती किए
proving,0.9,0.0,साबित
impresses,0.9,0.0,impresses
interests,0.9,0.0,रूचियाँ
enviably,0.9,0.0,स्पृहणीयतापूर्वक
dotingly,0.9,0.0,dotingly
superior,0.9,0.0,बेहतर
pleasurable,0.9,0.0,सुखद
industrious,0.9,0.0,मेहनती
polite,0.9,0.0,सभ्य
slick,0.9,0.0,चालाक
compliant,0.9,0.0,शिकायत
smile,0.9,0.0,मुस्कुराओ
agreeably,0.9,0.0,चाव से
miraculousness,0.9,0.0,miraculousness
works,0.9,0.0,काम करता है
reverent,0.9,0.0,श्रद्धालु
graciously,0.9,0.0,विनय से
pinnacle,0.9,0.0,शिखर
risk-free,0.9,0.0,जोखिम मुक्त
empathize,0.9,0.0,सहानुभूति
righteous,0.9,0.0,न्याय परायण
subsidize,0.9,0.0,घूस देना
effusion,0.9,0.0,बहाव
unfazed,0.9,0.0,बेफिक्र
awarded,0.9,0.0,से सम्मानित किया
excelled,0.9,0.0,उत्कृष्ट प्रदर्शन
beckon,0.9,0.0,इशारा करना
well-backlit,0.9,0.0,अच्छी तरह से बैकलिट
law-abiding,0.9,0.0,कानूनी
eased,0.9,0.0,ढील
amusingly,0.9,0.0,amusingly
sensible,0.9,0.0,समझदार
impeccable,0.9,0.0,त्रुटिहीन
awesomely,0.9,0.0,अद्भुत रूप
competitive,0.9,0.0,प्रतियोगी
bravery,0.9,0.0,वीरता
distinction,0.9,0.0,भेद
sagacity,0.9,0.0,बुद्धिमत्ता
goood,0.9,0.0,goood
properly,0.9,0.0,अच्छी तरह
bloom,0.9,0.0,फूल का खिलना
freshest,0.9,0.0,ताज़ी
richly,0.9,0.0,बड़े पैमाने पर
well-wishers,0.9,0.0,शुभचिंतकों
flawlessly,0.9,0.0,दोषरहित
quaint,0.9,0.0,विचित्र
smartest,0.9,0.0,होशियार
gracious,0.9,0.0,विनीत
youthful,0.9,0.0,युवा
revolutionizes,0.9,0.0,revolutionizes
eloquently,0.9,0.0,अर्थपूर्ण
beautiful,0.9,0.0,सुंदर
feasibly,0.9,0.0,feasibly
relaxed,0.9,0.0,ढील
succes,0.9,0.0,सफलता
incredible,0.9,0.0,अविश्वसनीय
recovery,0.9,0.0,स्वास्थ्य लाभ
wisely,0.9,0.0,समझदारी से
effective,0.9,0.0,प्रभावी
merriment,0.9,0.0,आमोद
low-risk,0.9,0.0,कम जोखिम
affluence,0.9,0.0,समृद्धि
admirable,0.9,0.0,प्रशंसनीय
inpressed,0.9,0.0,inpressed
wows,0.9,0.0,wows
refine,0.9,0.0,परिशोधित
brave,0.9,0.0,बहादुर
amity,0.9,0.0,मेल - जोल
benevolent,0.9,0.0,भलाई करनेवाला
securely,0.9,0.0,सुरक्षित रूप से
improved,0.9,0.0,उन्नत
desiring,0.9,0.0,वासना
reform,0.9,0.0,सुधार
romantically,0.9,0.0,प्यार से
sporty,0.9,0.0,स्पोर्टी
reverence,0.9,0.0,श्रद्धा
invigorate,0.9,0.0,मज़बूत करना
outstanding,0.9,0.0,बकाया
prefers,0.9,0.0,पसंद
magnificent,0.9,0.0,शानदार
outperformed,0.9,0.0,बेहतर प्रदर्शन किया
eminence,0.9,0.0,श्रेष्ठता
satisified,0.9,0.0,satisified
enviousness,0.9,0.0,enviousness
overjoyed,0.9,0.0,मस्त
sophisticated,0.9,0.0,जटिल
extol,0.9,0.0,प्रशंसा करना
astonishingly,0.9,0.0,आश्चर्यजनक ढंग से
world-famous,0.9,0.0,विश्व प्रसिद्ध
gratitude,0.9,0.0,कृतज्ञता
deservedly,0.9,0.0,यथायोग्य
mesmerizingly,0.9,0.0,mesmerizingly
unparalleled,0.9,0.0,अद्वितीय
gorgeously,0.9,0.0,शान से
genial,0.9,0.0,महान
succeed,0.9,0.0,सफल होने के
beautifullly,0.9,0.0,beautifullly
faithfully,0.9,0.0,ईमानदारी
priceless,0.9,0.0,अमूल्य
exultant,0.9,0.0,नृत्य
thank,0.9,0.0,धन्यवाद
thumbs-up,0.9,0.0,थम्स अप
titillating,0.9,0.0,titillating
preferably,0.9,0.0,अधिमानतः
wonder,0.9,0.0,आश्चर्य
jubilate,0.9,0.0,परम अनन्द
finest,0.9,0.0,बेहतरीन
recommendation,0.9,0.0,सिफ़ारिश करना
astonishing,0.9,0.0,आश्चर्यजनक
enrapt,0.9,0.0,enrapt
honesty,0.9,0.0,ईमानदारी
luxury,0.9,0.0,विलासिता
futuristic,0.9,0.0,भविष्य
important,0.9,0.0,जरूरी
gaily,0.9,0.0,सुखपूर्वक
smooth,0.9,0.0,चिकनी
stronger,0.9,0.0,मजबूत
high-spirited,0.9,0.0,उत्साही
succeeding,0.9,0.0,सफल
beloved,0.9,0.0,जानम
beautifully,0.9,0.0,खूबसूरती से
sustainable,0.9,0.0,सतत
staunch,0.9,0.0,निष्ठावान
nice,0.9,0.0,अच्छा
acclamation,0.9,0.0,अभिनंदन
stellar,0.9,0.0,तारकीय
favorited,0.9,0.0,पसंदीदा
zenith,0.9,0.0,शीर्षबिंदु
courteous,0.9,0.0,विनम्र
heroically,0.9,0.0,वीरतापूर्वक
lucky,0.9,0.0,सौभाग्यशाली
correctly,0.9,0.0,सही ढंग से
prudent,0.9,0.0,विवेकी
success,0.9,0.0,सफलता
lustrous,0.9,0.0,शोभायमान
non-violent,0.9,0.0,अहिंसक
fervid,0.9,0.0,प्रचंड
gratifying,0.9,0.0,संतुष्टिदायक
statuesque,0.9,0.0,सुडौल
heartening,0.9,0.0,खुशी
unequivocally,0.9,0.0,स्पष्ट
brand-new,0.9,0.0,एकदम नया
blockbuster,0.9,0.0,फिल्म
breathtaking,0.9,0.0,लुभावनी
remission,0.9,0.0,क्षमा
heal,0.9,0.0,चंगा
accomodative,0.9,0.0,accomodative
ebullience,0.9,0.0,जोश-ख़रोश
rightness,0.9,0.0,सच्चाई
nobly,0.9,0.0,भलमनसी की तरह
finer,0.9,0.0,महीन
gaiety,0.9,0.0,आमोद-प्रमोद
eagerly,0.9,0.0,बेसब्री से
accessable,0.9,0.0,सुलभ
acclaim,0.9,0.0,प्रशंसा
self-sufficient,0.9,0.0,आत्मनिर्भर
adulatory,0.9,0.0,चापलूसी का
roomy,0.9,0.0,विशाल
harmonious,0.9,0.0,सामंजस्यपूर्ण
ecstatically,0.9,0.0,हर्षोन्माद
relent,0.9,0.0,तरस खाना
impassioned,0.9,0.0,आवेगहीन
rectifying,0.9,0.0,सुधार
prize,0.9,0.0,इनाम
beauteous,0.9,0.0,अलबेला
confidence,0.9,0.0,आत्मविश्वास
cherished,0.9,0.0,पोषित
outstrip,0.9,0.0,आगे बढ़ना
wieldy,0.9,0.0,wieldy
picturesque,0.9,0.0,सुरम्य
educated,0.9,0.0,शिक्षित
dauntless,0.9,0.0,निडर
embolden,0.9,0.0,प्रोत्साहित करना
reaffirmation,0.9,0.0,पुन: पुष्टि
cost-saving,0.9,0.0,पैसे की बचत
brainy,0.9,0.0,बुद्धिमान
unencumbered,0.9,0.0,अभारग्रस्त
amenity,0.9,0.0,सुख सुविधा
valor,0.9,0.0,मूल्य
convience,0.9,0.0,convience
err-free,0.9,0.0,अं मुक्त
hotcake,0.9,0.0,गर्म केक
delighted,0.9,0.0,प्रसन्न
prestigious,0.9,0.0,प्रतिष्ठित
amazingly,0.9,0.0,आश्चर्यजनक
encourage,0.9,0.0,प्रोत्साहित करना
liked,0.9,0.0,पसंद किया
correct,0.9,0.0,सही बात
outdo,0.9,0.0,आगे बढ़ना
helped,0.9,0.0,मदद की
accolade,0.9,0.0,सम्मान
invulnerable,0.9,0.0,अभेद्य
defeating,0.9,0.0,को हराने
gems,0.9,0.0,जवाहरात
low-priced,0.9,0.0,कम कीमत
patiently,0.9,0.0,धैर्यपूर्वक
dazzle,0.9,0.0,चकाचौंध
enviable,0.9,0.0,गहरी
engaging,0.9,0.0,मनोहन
ingenuous,0.9,0.0,सरल
peach,0.9,0.0,आड़ू
gleefully,0.9,0.0,प्रसन्नतापूर्वक
supurbly,0.9,0.0,supurbly
refund,0.9,0.0,धन की वापसी
lower-priced,0.9,0.0,कम कीमत
patriotic,0.9,0.0,देशभक्तिपूर्ण
calmness,0.9,0.0,शांति
irreplaceable,0.9,0.0,स्थिर
fearlessly,0.9,0.0,बेधड़क
steadfastly,0.9,0.0,लगातार
exalting,0.9,0.0,exalting
trustworthiness,0.9,0.0,विश्वसनीयता
accommodative,0.9,0.0,उदार
unrestricted,0.9,0.0,अप्रतिबंधित
affordably,0.9,0.0,किफ़ायती
appeal,0.9,0.0,अपील
integrated,0.9,0.0,को एकीकृत
dead-on,0.9,0.0,बिल्कुल ठीक
remarkable,0.9,0.0,असाधारण
brainiest,0.9,0.0,brainiest
time-honored,0.9,0.0,समय सम्मानित
savior,0.9,0.0,रक्षक
backbone,0.9,0.0,रीड की हड्डी
outstandingly,0.9,0.0,शानदार
amazement,0.9,0.0,विस्मय
replaceable,0.9,0.0,स्थान लेने योग्य
swankiest,0.9,0.0,swankiest
energy-saving,0.9,0.0,ऊर्जा की बचत
prodigious,0.9,0.0,विलक्षण
amicably,0.9,0.0,सौहार्दपूर्ण
guarantee,0.9,0.0,गारंटी
simplifying,0.9,0.0,सरल बनाने
supremacy,0.9,0.0,प्रभुत्व
softer,0.9,0.0,नरम
honest,0.9,0.0,ईमानदार
covenant,0.9,0.0,वाचा
striking,0.9,0.0,हड़ताली
sensitive,0.9,0.0,संवेदनशील
attractively,0.9,0.0,आकर्षक
electrify,0.9,0.0,विद्युतीकरण
best-performing,0.9,0.0,सबसे अच्छा प्रदर्शन
simplify,0.9,0.0,सरल
spellbinding,0.9,0.0,मंत्रमुग्ध
cure-all,0.9,0.0,इलाज-सब
hands-down,0.9,0.0,हाथ नीचे
soundly,0.9,0.0,सुख से
snappy,0.9,0.0,तेज़
exquisite,0.9,0.0,अति सुंदर
reassure,0.9,0.0,आश्वस्त
brilliances,0.9,0.0,brilliances
paramount,0.9,0.0,आला दर्जे का
dextrous,0.9,0.0,निपुण
lucidly,0.9,0.0,स्पष्ट रूप से
contrasty,0.9,0.0,contrasty
accomplishment,0.9,0.0,उपलब्धि
humorous,0.9,0.0,रस लेनेवाला
appropriate,0.9,0.0,उचित
undisputably,0.9,0.0,undisputably
clearly,0.9,0.0,स्पष्ट रूप से
admiringly,0.9,0.0,admiringly
eventful,0.9,0.0,घटनेवाला
guidance,0.9,0.0,दिशा निर्देश
hallowed,0.9,0.0,पवित्र
liberate,0.9,0.0,आजाद कराने
reclaim,0.9,0.0,रीक्लेम
outperform,0.9,0.0,मात करना
valiant,0.9,0.0,बहादुर
magnanimously,0.9,0.0,उदारता से
upliftingly,0.9,0.0,upliftingly
heaven,0.9,0.0,स्वर्ग
robust,0.9,0.0,मजबूत
blameless,0.9,0.0,बिना निंदा
spellbind,0.9,0.0,मोहित करना
meritorious,0.9,0.0,सराहनीय
self-determination,0.9,0.0,स्वभाग्यनिर्णय
happiness,0.9,0.0,ख़ुशी
enjoyable,0.9,0.0,सुखद
subsidizes,0.9,0.0,सब्सिडी
nurturing,0.9,0.0,पोषण
eminent,0.9,0.0,प्रख्यात
heavenly,0.9,0.0,स्वर्गीय
engrossing,0.9,0.0,मनोरंजक
rich,0.9,0.0,धनी
humor,0.9,0.0,हास्य
first-rate,0.9,0.0,पहले दर्जे
unselfish,0.9,0.0,बेगरज
oasis,0.9,0.0,शाद्वल
poised,0.9,0.0,की ओर अग्रसर
kid-friendly,0.9,0.0,बच्चे के अनुकूल
harmonize,0.9,0.0,मिलाना
vigilant,0.9,0.0,जागरूक
outwit,0.9,0.0,चतुरता में मात देना
adoringly,0.9,0.0,adoringly
quieter,0.9,0.0,शांत
fondly,0.9,0.0,सप्रेम
instructive,0.9,0.0,शिक्षाप्रद
complemented,0.9,0.0,पूरित
all-around,0.9,0.0,आसपास
hallmarks,0.9,0.0,पहचान
soundness,0.9,0.0,दृढ़ता
dashing,0.9,0.0,साहसी
overtaken,0.9,0.0,आगे निकल
grace,0.9,0.0,कृपा
advocate,0.9,0.0,वकील
fanfare,0.9,0.0,धूमधाम
jubilantly,0.9,0.0,आनंदपूर्वक
praising,0.9,0.0,की तारीफ
tops,0.9,0.0,सबसे ऊपर
succeeds,0.9,0.0,सफल होता है
astonished,0.9,0.0,आश्चर्यचकित
danken,0.9,0.0,धन्यवाद करने के लिए
affection,0.9,0.0,स्नेह
geeky,0.9,0.0,geeky
hot,0.9,0.0,गरम
advantageous,0.9,0.0,लाभदायक
improve,0.9,0.0,सुधारें
sweetheart,0.9,0.0,प्रिय
eloquence,0.9,0.0,वाग्मिता
audibly,0.9,0.0,सुनने में
charmingly,0.9,0.0,आकर्षक
incredibly,0.9,0.0,अविश्वसनीय रूप से
solicitous,0.9,0.0,चिंताशील
well-made,0.9,0.0,अच्छी तरह से बनाया
logical,0.9,0.0,तार्किक
zeal,0.9,0.0,उत्साह
thoughtfully,0.9,0.0,सोच समजकर
solid,0.9,0.0,ठोस
deference,0.9,0.0,सम्मान
intuitive,0.9,0.0,सहज ज्ञान युक्त
punctual,0.9,0.0,समयनिष्ठ
hallmark,0.9,0.0,बानगी
redeeming,0.9,0.0,redeeming
safe,0.9,0.0,सुरक्षित
excallent,0.9,0.0,excallent
fortune,0.9,0.0,भाग्य
grin,0.9,0.0,मुसकान
awesomeness,0.9,0.0,awesomeness
succeeded,0.9,0.0,सफल हुए
beckons,0.9,0.0,beckons
pamperedly,0.9,0.0,pamperedly
appreciative,0.9,0.0,सराहना
thrilled,0.9,0.0,रोमांचित
loyal,0.9,0.0,निष्ठावान
adventurous,0.9,0.0,साहसी
booming,0.9,0.0,फलफूल
renown,0.9,0.0,यश
dote,0.9,0.0,दहेज
reformed,0.9,0.0,सुधार
excellently,0.9,0.0,उत्कृष्ट
fresh,0.9,0.0,ताज़ा
exceedingly,0.9,0.0,निहायत
undisputable,0.9,0.0,undisputable
distinctive,0.9,0.0,विशेष
hale,0.9,0.0,हट्टा कट्टा
gloriously,0.9,0.0,महाप्रतापी
elan,0.9,0.0,घोषणा
stylized,0.9,0.0,शैलीकृत
sweeten,0.9,0.0,मीठा
alluring,0.9,0.0,मनोहर
fecilitous,0.9,0.0,fecilitous
overtaking,0.9,0.0,तेज उन्नति
saver,0.9,0.0,रक्षक
ftw,0.9,0.0,FTW
laudable,0.9,0.0,प्रशंसनीय
euphoric,0.9,0.0,जश्न
impartially,0.9,0.0,निष्पक्ष
lifesaver,0.9,0.0,जीवन रक्षक
simplest,0.9,0.0,सरलतम
excellency,0.9,0.0,मान्यवर
agility,0.9,0.0,चपलता
blessing,0.9,0.0,आशीर्वाद
winnable,0.9,0.0,winnable
fair,0.9,0.0,निष्पक्ष
monumentally,0.9,0.0,अपील
felicity,0.9,0.0,परम सुख
hottest,0.9,0.0,गर्मागर्म
courtly,0.9,0.0,सभ्य
headway,0.9,0.0,प्रगति
bonuses,0.9,0.0,बोनस
best-known,0.9,0.0,सर्वाधिक जानकार
significant,0.9,0.0,महत्वपूर्ण
smoothes,0.9,0.0,smoothes
prettily,0.9,0.0,सुंदरता से
affinity,0.9,0.0,आत्मीयता
meaningful,0.9,0.0,सार्थक
prosperous,0.9,0.0,समृद्ध
ambitiously,0.9,0.0,महत्वाकांक्षा
versatility,0.9,0.0,चंचलता
lawfully,0.9,0.0,विधिवत्
resourceful,0.9,0.0,साधन-संपन्न
endearing,0.9,0.0,प्यारी
felicitate,0.9,0.0,सौभाग्य
heartily,0.9,0.0,दिल से
admire,0.9,0.0,Admire
suffices,0.9,0.0,suffices
aspirations,0.9,0.0,आकांक्षाओं
infallibility,0.9,0.0,अभ्रांतता
surpass,0.9,0.0,पार
delicious,0.9,0.0,स्वादिष्ट
complimentary,0.9,0.0,मानार्थ
novelty,0.9,0.0,नवीनता
coherence,0.9,0.0,जुटना
subsidized,0.9,0.0,सब्सिडी
surreal,0.9,0.0,असली
spiritual,0.9,0.0,आध्यात्मिक
grandeur,0.9,0.0,महानता
improving,0.9,0.0,में सुधार
goodness,0.9,0.0,भलाई
bonus,0.9,0.0,बक्शीश
amusing,0.9,0.0,मनोरंजक
confident,0.9,0.0,विश्वास है
felicitous,0.9,0.0,परम सुखी
compactly,0.9,0.0,दृढ़तापूर्वक
trivially,0.9,0.0,तुच्छता
achievable,0.9,0.0,प्राप्त
merrily,0.9,0.0,ख़ुशी से
exhilarating,0.9,0.0,प्राणपोषक
thrills,0.9,0.0,रोमांच
tidy,0.9,0.0,साफ
jubiliant,0.9,0.0,जयंती
sensibly,0.9,0.0,समझदारी से
restructure,0.9,0.0,पुनर्गठन
miraculous,0.9,0.0,चमत्कारपूर्ण
glee,0.9,0.0,उल्लास
whoa,0.9,0.0,रुको
superb,0.9,0.0,उत्तम
obsession,0.9,0.0,जुनून
joyfully,0.9,0.0,खुशी-खुशी
undisputed,0.9,0.0,निर्विवाद
comely,0.9,0.0,सुदर्शन
gorgeous,0.9,0.0,भव्य
luckier,0.9,0.0,भाग्यशाली
worth,0.9,0.0,लायक
beneficially,0.9,0.0,लाभदायक
user-replaceable,0.9,0.0,उपयोगकर्ता द्वारा बदलने
decent,0.9,0.0,सभ्य
blissfully,0.9,0.0,आनंदपूर्वक
salutary,0.9,0.0,लाभदायक
commodious,0.9,0.0,विशाल
stable,0.9,0.0,स्थिर
scenic,0.9,0.0,सुंदर
unassailable,0.9,0.0,अभेद्य
holy,0.9,0.0,पवित्र
invincibility,0.9,0.0,अजेयता
enchant,0.9,0.0,एंचेंट
appealing,0.9,0.0,आकर्षक
resolute,0.9,0.0,दृढ़
titillatingly,0.9,0.0,titillatingly
excellence,0.9,0.0,उत्कृष्टता
perfect,0.9,0.0,उत्तम
revolutionized,0.9,0.0,क्रांति ला दी
exalted,0.9,0.0,ऊंचा
loves,0.9,0.0,प्यार
accolades,0.9,0.0,वाहवाही
delectable,0.9,0.0,मनोरम
wowed,0.9,0.0,wowed
