Term,PosScore,NegScore,Malayalam
pinnacle,0.9,0.0,പരകോടി
risk-free,0.9,0.0,അപകടരഹിതം
empathize,0.9,0.0,സമാനുഭാവം നേടുക
righteous,0.9,0.0,നീതിമാൻ
subsidize,0.9,0.0,സബ്സിഡി
effusion,0.9,0.0,എഫ്യൂഷൻ
unfazed,0.9,0.0,unazed
awarded,0.9,0.0,അവാർഡ്
excelled,0.9,0.0,മികവ് പുലർത്തി
beckon,0.9,0.0,beckon
well-backlit,0.9,0.0,നന്നായി ബാക്ക്ലിറ്റ്
law-abiding,0.9,0.0,നിയമം അനുസരിക്കുക
eased,0.9,0.0,ലഘൂകരിച്ചു
amusingly,0.9,0.0,രസകരമായി
sensible,0.9,0.0,വിവേകമുള്ള
impeccable,0.9,0.0,കുറ്റമറ്റത്
awesomely,0.9,0.0,ആകർഷണീയമായി
competitive,0.9,0.0,മത്സര
bravery,0.9,0.0,ധൈര്യം
distinction,0.9,0.0,വ്യത്യാസം
sagacity,0.9,0.0,നിഗൂ ity ത
goood,0.9,0.0,ഗുഡ്
properly,0.9,0.0,ശരിയായി
bloom,0.9,0.0,പൂത്തു
freshest,0.9,0.0,ഏറ്റവും പുതിയത്
richly,0.9,0.0,സമൃദ്ധമായി
well-wishers,0.9,0.0,അഭ്യുദയകാംക്ഷികൾ
flawlessly,0.9,0.0,കുറ്റമറ്റ രീതിയിൽ
quaint,0.9,0.0,ശാന്തം
smartest,0.9,0.0,മിടുക്കൻ
gracious,0.9,0.0,കൃപ
youthful,0.9,0.0,യുവത്വം
revolutionizes,0.9,0.0,വിപ്ലവം സൃഷ്ടിക്കുന്നു
eloquently,0.9,0.0,വാചാലമായി
beautiful,0.9,0.0,മനോഹരമാണ്
feasibly,0.9,0.0,സാധ്യമാണ്
relaxed,0.9,0.0,വിശ്രമിച്ചു
succes,0.9,0.0,വിജയം
incredible,0.9,0.0,അവിശ്വസനീയമായ
recovery,0.9,0.0,വീണ്ടെടുക്കൽ
wisely,0.9,0.0,വിവേകത്തോടെ
effective,0.9,0.0,ഫലപ്രദമാണ്
merriment,0.9,0.0,ഉല്ലാസം
low-risk,0.9,0.0,കുറഞ്ഞ അപകടസാധ്യത
affluence,0.9,0.0,സമ്പന്നത
admirable,0.9,0.0,പ്രശംസനീയമാണ്
inpressed,0.9,0.0,അമർത്തി
wows,0.9,0.0,കൊള്ളാം
refine,0.9,0.0,പരിഷ്കരിക്കുക
brave,0.9,0.0,ധീരൻ
amity,0.9,0.0,സൗഹൃദം
benevolent,0.9,0.0,ദയാലുവായ
securely,0.9,0.0,സുരക്ഷിതമായി
improved,0.9,0.0,മെച്ചപ്പെടുത്തി
desiring,0.9,0.0,ആഗ്രഹിക്കുന്നു
reform,0.9,0.0,പുനഃസംഘടന
romantically,0.9,0.0,പ്രണയപരമായി
sporty,0.9,0.0,സ്പോർട്ടി
reverence,0.9,0.0,ഭക്തി
invigorate,0.9,0.0,ശക്തിപ്പെടുത്തുക
outstanding,0.9,0.0,കുടിശ്ശിക
prefers,0.9,0.0,ഇഷ്ടപ്പെടുന്നു
magnificent,0.9,0.0,ഗംഭീരമായ
outperformed,0.9,0.0,മികച്ച പ്രകടനം
eminence,0.9,0.0,ശ്രേഷ്ഠത
satisified,0.9,0.0,തൃപ്‌തിപ്പെടുത്തി
enviousness,0.9,0.0,അസൂയ
overjoyed,0.9,0.0,സന്തോഷിച്ചു
sophisticated,0.9,0.0,സങ്കീർണ്ണമായ
extol,0.9,0.0,പ്രശംസ
astonishingly,0.9,0.0,അത്ഭുതകരമായി
world-famous,0.9,0.0,ലോകപ്രസിദ്ധമായ
gratitude,0.9,0.0,നന്ദി
deservedly,0.9,0.0,അർഹതയോടെ
mesmerizingly,0.9,0.0,അമ്പരപ്പിക്കുന്ന
unparalleled,0.9,0.0,സമാനതകളില്ലാത്ത
gorgeously,0.9,0.0,മനോഹരമായി
genial,0.9,0.0,കൊള്ളാം
succeed,0.9,0.0,വിജയിക്കുക
beautifullly,0.9,0.0,മനോഹരമായി
faithfully,0.9,0.0,വിശ്വസ്തതയോടെ
priceless,0.9,0.0,അമൂല്യമായ
exultant,0.9,0.0,നൃത്തം
thank,0.9,0.0,നന്ദി
thumbs-up,0.9,0.0,വിജയചിഹ്നം
titillating,0.9,0.0,ടൈറ്റിലറ്റിംഗ്
preferably,0.9,0.0,വെയിലത്ത്
wonder,0.9,0.0,അത്ഭുതവും
jubilate,0.9,0.0,സന്തോഷം
finest,0.9,0.0,മികച്ചത്
recommendation,0.9,0.0,ശുപാർശ
astonishing,0.9,0.0,ആശ്ചര്യപ്പെടുത്തുന്ന
enrapt,0.9,0.0,എൻ‌റാപ്റ്റ്
honesty,0.9,0.0,സത്യസന്ധത
luxury,0.9,0.0,ലക്ഷ്വറി
futuristic,0.9,0.0,ഫ്യൂച്ചറിസ്റ്റ്
important,0.9,0.0,പ്രധാനം
gaily,0.9,0.0,ജെയ്‌ലി
smooth,0.9,0.0,മിനുസമാർന്ന
stronger,0.9,0.0,ശക്തമാണ്
high-spirited,0.9,0.0,ഉയർന്ന ഉത്സാഹമുള്ള
succeeding,0.9,0.0,വിജയിക്കുന്നു
beloved,0.9,0.0,പ്രിയ
beautifully,0.9,0.0,മനോഹരമായി
sustainable,0.9,0.0,സുസ്ഥിര
staunch,0.9,0.0,ശക്തമായ
nice,0.9,0.0,കൊള്ളാം
acclamation,0.9,0.0,പ്രശംസ
stellar,0.9,0.0,നക്ഷത്ര
favorited,0.9,0.0,പ്രിയങ്കരമായി
zenith,0.9,0.0,zenith
courteous,0.9,0.0,മര്യാദയുള്ള
heroically,0.9,0.0,വീരോചിതമായി
lucky,0.9,0.0,ഭാഗ്യം
correctly,0.9,0.0,ശരിയായി
prudent,0.9,0.0,വിവേകമുള്ള
success,0.9,0.0,വിജയം
lustrous,0.9,0.0,മോഹിപ്പിക്കുന്ന
non-violent,0.9,0.0,അക്രമരഹിതം
fervid,0.9,0.0,fervid
gratifying,0.9,0.0,തൃപ്തിപ്പെടുത്തുന്നു
statuesque,0.9,0.0,പ്രതിമ
heartening,0.9,0.0,ഹൃദയസ്പർശിയായ
unequivocally,0.9,0.0,വ്യക്തമായും
brand-new,0.9,0.0,ബ്രാൻഡ് ന്യൂ
blockbuster,0.9,0.0,ബ്ലോക്ക്ബസ്റ്റർ
breathtaking,0.9,0.0,ആശ്വാസകരമാണ്
remission,0.9,0.0,റിമിഷൻ
heal,0.9,0.0,സുഖപ്പെടുത്തുക
accomodative,0.9,0.0,പാർപ്പിടം
ebullience,0.9,0.0,ebullience
rightness,0.9,0.0,ശരിയായത്
nobly,0.9,0.0,കുലീനൻ
finer,0.9,0.0,സൂക്ഷ്മമായ
gaiety,0.9,0.0,ഭംഗി
eagerly,0.9,0.0,ആകാംക്ഷയോടെ
accessable,0.9,0.0,ആക്സസ് ചെയ്യാവുന്ന
acclaim,0.9,0.0,പ്രശംസ
self-sufficient,0.9,0.0,സ്വയംപര്യാപ്തത
adulatory,0.9,0.0,adulatory
roomy,0.9,0.0,റൂമി
harmonious,0.9,0.0,സ്വരച്ചേർച്ച
ecstatically,0.9,0.0,ആവേശത്തോടെ
relent,0.9,0.0,അനുതപിക്കുക
impassioned,0.9,0.0,വികാരാധീനനായി
rectifying,0.9,0.0,തിരുത്തുന്നു
prize,0.9,0.0,സമ്മാനം
beauteous,0.9,0.0,സുന്ദരമായ
confidence,0.9,0.0,ആത്മവിശ്വാസം
cherished,0.9,0.0,വിലമതിക്കാനാവാത്ത
outstrip,0.9,0.0,st ട്ട്‌സ്ട്രിപ്പ്
wieldy,0.9,0.0,വിദഗ്ധൻ
picturesque,0.9,0.0,മനോഹരമായ
educated,0.9,0.0,വിദ്യാസമ്പന്നർ
dauntless,0.9,0.0,ഭയങ്കര
embolden,0.9,0.0,ധൈര്യമായി
reaffirmation,0.9,0.0,വീണ്ടും സ്ഥിരീകരണം
cost-saving,0.9,0.0,ചെലവ് ചുരുക്കല്
brainy,0.9,0.0,ബുദ്ധിമാനായ
unencumbered,0.9,0.0,കണക്കാക്കാത്തത്
amenity,0.9,0.0,സ .കര്യം
valor,0.9,0.0,മൂല്യം
convience,0.9,0.0,ആത്മവിശ്വാസം
err-free,0.9,0.0,പിശക് രഹിതം
hotcake,0.9,0.0,ചൂടുള്ള കേക്ക്
delighted,0.9,0.0,സന്തോഷവതി
prestigious,0.9,0.0,അഭിമാനകരമായ
amazingly,0.9,0.0,അത്ഭുതകരമായി
encourage,0.9,0.0,പ്രോത്സാഹിപ്പിക്കുന്നു
liked,0.9,0.0,ഇഷ്‌ടപ്പെട്ടു
correct,0.9,0.0,ശരിയാണ്
outdo,0.9,0.0,മറികടക്കുക
helped,0.9,0.0,സഹായിച്ചു
accolade,0.9,0.0,അംഗീകാരം
invulnerable,0.9,0.0,അവഗണിക്കാനാവാത്ത
defeating,0.9,0.0,പരാജയപ്പെടുത്തുന്നു
gems,0.9,0.0,രത്നങ്ങൾ
low-priced,0.9,0.0,കുറഞ്ഞ വില
patiently,0.9,0.0,ക്ഷമയോടെ
dazzle,0.9,0.0,മിഴിവ്
enviable,0.9,0.0,അസൂയാവഹമായ
engaging,0.9,0.0,ഇടപഴകൽ
ingenuous,0.9,0.0,ചാതുര്യം
peach,0.9,0.0,പീച്ച്
gleefully,0.9,0.0,സന്തോഷത്തോടെ
supurbly,0.9,0.0,supurbly
refund,0.9,0.0,റീഫണ്ട്
lower-priced,0.9,0.0,കുറഞ്ഞ വില
patriotic,0.9,0.0,ദേശസ്നേഹി
calmness,0.9,0.0,ശാന്തത
irreplaceable,0.9,0.0,മാറ്റാനാകാത്ത
fearlessly,0.9,0.0,നിർഭയമായി
steadfastly,0.9,0.0,സ്ഥിരതയോടെ
exalting,0.9,0.0,ഉയർത്തുന്നു
trustworthiness,0.9,0.0,വിശ്വാസ്യത
accommodative,0.9,0.0,പാർപ്പിടം
unrestricted,0.9,0.0,അനിയന്ത്രിതമായ
affordably,0.9,0.0,താങ്ങാനാവുന്ന തരത്തിൽ
appeal,0.9,0.0,അപ്പീൽ
integrated,0.9,0.0,സംയോജിത
dead-on,0.9,0.0,ഡെഡ്-ഓൺ
remarkable,0.9,0.0,ശ്രദ്ധേയമാണ്
brainiest,0.9,0.0,ബുദ്ധിമാനായ
time-honored,0.9,0.0,സമയ-ബഹുമതി
savior,0.9,0.0,രക്ഷകൻ
backbone,0.9,0.0,നട്ടെല്ല്
outstandingly,0.9,0.0,ശ്രദ്ധേയമായി
amazement,0.9,0.0,വിസ്മയം
replaceable,0.9,0.0,മാറ്റിസ്ഥാപിക്കാനാകും
swankiest,0.9,0.0,സ്വാൻ‌കിയസ്റ്റ്
energy-saving,0.9,0.0,energy ർജ്ജ സംരക്ഷണം
prodigious,0.9,0.0,അതിശയകരമായ
amicably,0.9,0.0,രമ്യമായി
guarantee,0.9,0.0,ഗ്യാരണ്ടി
simplifying,0.9,0.0,ലളിതമാക്കുന്നു
supremacy,0.9,0.0,മേധാവിത്വം
softer,0.9,0.0,മൃദുവായ
honest,0.9,0.0,സത്യസന്ധൻ
covenant,0.9,0.0,ഉടമ്പടി
striking,0.9,0.0,ശ്രദ്ധേയമാണ്
sensitive,0.9,0.0,സെൻസിറ്റീവ്
attractively,0.9,0.0,ആകർഷകമായി
electrify,0.9,0.0,വൈദ്യുതീകരിക്കുക
best-performing,0.9,0.0,മികച്ച പ്രകടനം
simplify,0.9,0.0,ലളിതമാക്കുക
spellbinding,0.9,0.0,അക്ഷരപ്പിശക്
cure-all,0.9,0.0,എല്ലാം സുഖപ്പെടുത്തുക
hands-down,0.9,0.0,കൈകൾ താഴ്ത്തുക
soundly,0.9,0.0,നന്നായി
snappy,0.9,0.0,സ്നാപ്പി
exquisite,0.9,0.0,വിശിഷ്ടം
reassure,0.9,0.0,ഉറപ്പുനൽകുക
brilliances,0.9,0.0,മിഴിവുകൾ
paramount,0.9,0.0,പരമ ount ണ്ട്
dextrous,0.9,0.0,ഡെക്സ്ട്രസ്
lucidly,0.9,0.0,വ്യക്തമായി
contrasty,0.9,0.0,ദൃശ്യതീവ്രത
accomplishment,0.9,0.0,നേട്ടം
humorous,0.9,0.0,നർമ്മം
appropriate,0.9,0.0,ഉചിതമായത്
undisputably,0.9,0.0,തർക്കമില്ലാതെ
clearly,0.9,0.0,വ്യക്തമായി
admiringly,0.9,0.0,പ്രശംസനീയമായി
eventful,0.9,0.0,സംഭവബഹുലമായ
guidance,0.9,0.0,മാർഗ്ഗനിർദ്ദേശം
hallowed,0.9,0.0,വിശുദ്ധം
liberate,0.9,0.0,സ്വതന്ത്രമാക്കുക
reclaim,0.9,0.0,വീണ്ടെടുക്കുക
outperform,0.9,0.0,മികച്ച പ്രകടനം
valiant,0.9,0.0,ധീരൻ
magnanimously,0.9,0.0,ഗംഭീരമായി
upliftingly,0.9,0.0,ഉയർത്തുന്നു
heaven,0.9,0.0,സ്വർഗ്ഗം
robust,0.9,0.0,കരുത്തുറ്റ
blameless,0.9,0.0,കുറ്റമില്ലാത്ത
spellbind,0.9,0.0,അക്ഷരപ്പിശക്
meritorious,0.9,0.0,മികവ്
self-determination,0.9,0.0,സ്വയം നിർണ്ണയം
happiness,0.9,0.0,സന്തോഷം
enjoyable,0.9,0.0,രസകരമായ
subsidizes,0.9,0.0,സബ്സിഡി
nurturing,0.9,0.0,പരിപോഷണം
eminent,0.9,0.0,പ്രഗത്ഭർ
heavenly,0.9,0.0,സ്വർഗ്ഗീയ
engrossing,0.9,0.0,മുഴുകുന്നു
rich,0.9,0.0,സമ്പന്നൻ
humor,0.9,0.0,നർമ്മം
first-rate,0.9,0.0,മുൻ നിര
unselfish,0.9,0.0,നിസ്വാർത്ഥ
oasis,0.9,0.0,മരുപ്പച്ച
poised,0.9,0.0,തയ്യാറായി
kid-friendly,0.9,0.0,കുട്ടികൾക്ക് അനുകൂലമായത്
harmonize,0.9,0.0,യോജിപ്പിക്കുക
vigilant,0.9,0.0,ജാഗ്രത
outwit,0.9,0.0,w ട്ട്‌വിറ്റ്
adoringly,0.9,0.0,ആരാധനയോടെ
quieter,0.9,0.0,ശാന്തം
fondly,0.9,0.0,സ്നേഹപൂർവ്വം
instructive,0.9,0.0,പ്രബോധനപരമായ
complemented,0.9,0.0,പൂരകമായി
all-around,0.9,0.0,ചുറ്റുപാടും
hallmarks,0.9,0.0,മുഖമുദ്രകൾ
soundness,0.9,0.0,ശബ്‌ദം
dashing,0.9,0.0,ഡാഷിംഗ്
overtaken,0.9,0.0,മറികടന്നു
grace,0.9,0.0,കൃപ
advocate,0.9,0.0,അഭിഭാഷകൻ
fanfare,0.9,0.0,ആരാധകരുടെ എണ്ണം
jubilantly,0.9,0.0,സന്തോഷത്തോടെ
praising,0.9,0.0,സ്തുതിക്കുന്നു
tops,0.9,0.0,ശൈലി
succeeds,0.9,0.0,വിജയിക്കുന്നു
astonished,0.9,0.0,ആശ്ചര്യപ്പെട്ടു
danken,0.9,0.0,നന്ദി പറയാൻ
affection,0.9,0.0,വാത്സല്യം
geeky,0.9,0.0,ഭംഗിയുള്ള
hot,0.9,0.0,ചൂടുള്ള
advantageous,0.9,0.0,പ്രയോജനകരമാണ്
improve,0.9,0.0,മെച്ചപ്പെടുത്തുക
sweetheart,0.9,0.0,പ്രണയിനി
eloquence,0.9,0.0,വാചാലത
audibly,0.9,0.0,ശ്രവിക്കാൻ
charmingly,0.9,0.0,ആകർഷകമായി
incredibly,0.9,0.0,അവിശ്വസനീയമാംവിധം
solicitous,0.9,0.0,അഭ്യർത്ഥന
well-made,0.9,0.0,നല്ല നിര്മിതി
logical,0.9,0.0,ലോജിക്കൽ
zeal,0.9,0.0,ശുഷ്കാന്തി
thoughtfully,0.9,0.0,ചിന്താപൂർവ്വം
solid,0.9,0.0,സോളിഡ്
deference,0.9,0.0,ബഹുമാനം
intuitive,0.9,0.0,അവബോധജന്യമാണ്
punctual,0.9,0.0,സമയനിഷ്ഠ
hallmark,0.9,0.0,മുഖമുദ്ര
redeeming,0.9,0.0,വീണ്ടെടുക്കുന്നു
safe,0.9,0.0,സുരക്ഷിതം
excallent,0.9,0.0,വിശിഷ്ടം
fortune,0.9,0.0,ഭാഗ്യം
grin,0.9,0.0,ചിരി
awesomeness,0.9,0.0,ആകർഷണീയത
succeeded,0.9,0.0,വിജയിച്ചിരിക്കുന്നു
beckons,0.9,0.0,വിളിക്കുന്നു
pamperedly,0.9,0.0,ഓർമിക്കുക
appreciative,0.9,0.0,അഭിനന്ദനം
thrilled,0.9,0.0,പുളകിതനായി
loyal,0.9,0.0,വിശ്വസ്തൻ
adventurous,0.9,0.0,സാഹസികം
booming,0.9,0.0,കുതിച്ചുയരുന്നു
renown,0.9,0.0,പ്രശസ്തി
dote,0.9,0.0,സ്ത്രീധനം
reformed,0.9,0.0,പരിഷ്കരിച്ചു
excellently,0.9,0.0,മികച്ച രീതിയിൽ
fresh,0.9,0.0,പുതിയത്
exceedingly,0.9,0.0,വളരെയധികം
undisputable,0.9,0.0,തർക്കമില്ലാത്ത
distinctive,0.9,0.0,വ്യതിരിക്തമായ
hale,0.9,0.0,hale
gloriously,0.9,0.0,മഹത്വത്തോടെ
elan,0.9,0.0,അറിയിപ്പ്
stylized,0.9,0.0,സ്റ്റൈലൈസ്ഡ്
sweeten,0.9,0.0,മധുരമാക്കുക
alluring,0.9,0.0,ആകർഷകമായ
fecilitous,0.9,0.0,മലിനമായ
overtaking,0.9,0.0,മറികടക്കുന്നു
saver,0.9,0.0,സേവർ
ftw,0.9,0.0,ftw
laudable,0.9,0.0,പ്രശംസനീയമാണ്
euphoric,0.9,0.0,ആഹ്ളാദം
impartially,0.9,0.0,നിഷ്പക്ഷമായി
lifesaver,0.9,0.0,ജീവരക്ഷകൻ
simplest,0.9,0.0,ഏറ്റവും ലളിതം
excellency,0.9,0.0,മികവ്
agility,0.9,0.0,ചാപല്യം
blessing,0.9,0.0,അനുഗ്രഹം
winnable,0.9,0.0,വിജയിക്കാൻ
fair,0.9,0.0,ന്യായമായ
monumentally,0.9,0.0,സ്മാരകമായി
felicity,0.9,0.0,ആശംസകൾ
hottest,0.9,0.0,ഏറ്റവും ചൂടേറിയത്
courtly,0.9,0.0,കോടതിയിൽ
headway,0.9,0.0,മുന്നോട്ട്
bonuses,0.9,0.0,ബോണസ്
best-known,0.9,0.0,ഏറ്റവും അറിയപ്പെടുന്ന
significant,0.9,0.0,ശ്രദ്ധേയമായത്
smoothes,0.9,0.0,സുഗമമാക്കുന്നു
prettily,0.9,0.0,മനോഹരമായി
affinity,0.9,0.0,അടുപ്പം
meaningful,0.9,0.0,അർത്ഥവത്തായ
prosperous,0.9,0.0,സമൃദ്ധമായ
ambitiously,0.9,0.0,അഭിലാഷത്തോടെ
versatility,0.9,0.0,വൈദഗ്ദ്ധ്യം
lawfully,0.9,0.0,നിയമപരമായി
resourceful,0.9,0.0,വിഭവസമൃദ്ധമായ
endearing,0.9,0.0,പ്രിയങ്കരമായ
felicitate,0.9,0.0,നല്ലതുവരട്ടെ
heartily,0.9,0.0,ഹൃദയപൂർവ്വം
admire,0.9,0.0,അഭിനന്ദിക്കുക
suffices,0.9,0.0,മതി
aspirations,0.9,0.0,അഭിലാഷങ്ങൾ
infallibility,0.9,0.0,തെറ്റിദ്ധാരണ
surpass,0.9,0.0,മറികടക്കുക
delicious,0.9,0.0,രുചികരമായ
complimentary,0.9,0.0,അഭിനന്ദനം
novelty,0.9,0.0,പുതുമ
coherence,0.9,0.0,പരസ്പരബന്ധം
subsidized,0.9,0.0,സബ്സിഡി
surreal,0.9,0.0,സർറിയൽ
spiritual,0.9,0.0,ആത്മീയം
grandeur,0.9,0.0,മഹത്വം
improving,0.9,0.0,മെച്ചപ്പെടുത്തുന്നു
goodness,0.9,0.0,നന്മ
bonus,0.9,0.0,ബോണസ്
amusing,0.9,0.0,രസകരമാണ്
confident,0.9,0.0,ആത്മവിശ്വാസത്തോടെ
felicitous,0.9,0.0,ആശംസകൾ
compactly,0.9,0.0,ചുരുക്കത്തിൽ
trivially,0.9,0.0,തുച്ഛമായി
achievable,0.9,0.0,നേടാവുന്ന
merrily,0.9,0.0,സന്തോഷത്തോടെ
exhilarating,0.9,0.0,സന്തോഷകരമായ
thrills,0.9,0.0,ത്രില്ലുകൾ
tidy,0.9,0.0,വൃത്തിയും വെടിപ്പും
jubiliant,0.9,0.0,ജൂബിലി
sensibly,0.9,0.0,വിവേകപൂർവ്വം
restructure,0.9,0.0,പുന ructure സംഘടന
miraculous,0.9,0.0,അത്ഭുതം
glee,0.9,0.0,സന്തോഷം
whoa,0.9,0.0,ശ്ശോ
superb,0.9,0.0,മികച്ചത്
obsession,0.9,0.0,ആസക്തി
joyfully,0.9,0.0,സന്തോഷത്തോടെ
undisputed,0.9,0.0,തർക്കമില്ലാത്തത്
comely,0.9,0.0,ഭംഗിയുള്ള
gorgeous,0.9,0.0,ശുഭ്രവസ്ത്രം
luckier,0.9,0.0,ഭാഗ്യവാൻ
worth,0.9,0.0,വിലമതിക്കുന്നു
beneficially,0.9,0.0,പ്രയോജനകരമായി
user-replaceable,0.9,0.0,ഉപയോക്താവ് മാറ്റിസ്ഥാപിക്കാനാകും
decent,0.9,0.0,മാന്യൻ
blissfully,0.9,0.0,ആനന്ദത്തോടെ
salutary,0.9,0.0,സല്യൂട്ടറി
commodious,0.9,0.0,ചരക്ക്
stable,0.9,0.0,സ്ഥിരതയുള്ള
scenic,0.9,0.0,മനോഹരമായ
unassailable,0.9,0.0,അനുവദനീയമല്ല
holy,0.9,0.0,വിശുദ്ധം
invincibility,0.9,0.0,അജയ്യത
enchant,0.9,0.0,മോഹിപ്പിക്കുക
appealing,0.9,0.0,ആകർഷകമാണ്
resolute,0.9,0.0,ദൃ ute നിശ്ചയം
titillatingly,0.9,0.0,ശീർഷകപരമായി
excellence,0.9,0.0,മികവ്
perfect,0.9,0.0,തികഞ്ഞത്
revolutionized,0.9,0.0,വിപ്ലവകരമായ
exalted,0.9,0.0,ഉയർത്തപ്പെട്ടു
loves,0.9,0.0,സ്നേഹിക്കുന്നു
accolades,0.9,0.0,അംഗീകാരങ്ങൾ
delectable,0.9,0.0,മാന്യമായ
wowed,0.9,0.0,കൊള്ളാം
