Term,PosScore,NegScore,Tamil
coherent,0.9,0.0,ஒத்திசைவான
providence,0.9,0.0,providence
exaltedly,0.9,0.0,உயர்ந்த
neatly,0.9,0.0,நேர்த்தியாக
affordable,0.9,0.0,மலிவு
effectiveness,0.9,0.0,செயல்திறன்
monumental,0.9,0.0,நினைவுச்சின்னம்
pleased,0.9,0.0,மகிழ்ச்சி
righteousness,0.9,0.0,நீதி
miracle,0.9,0.0,அதிசயம்
respectable,0.9,0.0,மரியாதைக்குரிய
upbeat,0.9,0.0,உற்சாகம்
winner,0.9,0.0,வெற்றி
laudably,0.9,0.0,பாராட்டத்தக்கது
luckiness,0.9,0.0,அதிர்ஷ்டம்
assurance,0.9,0.0,காப்பீடு
prestige,0.9,0.0,க ti ரவம்
qualified,0.9,0.0,தகுதி
fruitful,0.9,0.0,பலனளிக்கும்
ilu,0.9,0.0,அழகு
vivid,0.9,0.0,தெளிவான
spirited,0.9,0.0,உற்சாகமான
godsend,0.9,0.0,godsend
mesmerizes,0.9,0.0,மயக்குகிறது
satisfying,0.9,0.0,திருப்தி அளிக்கிறது
masterful,0.9,0.0,மாஸ்டர்
sublime,0.9,0.0,உயர்ந்தது
mercy,0.9,0.0,கருணை
brilliantly,0.9,0.0,அற்புதமாக
loving,0.9,0.0,அன்பான
entertaining,0.9,0.0,பொழுதுபோக்கு
earnest,0.9,0.0,ஆர்வமுள்ள
ergonomical,0.9,0.0,பணிச்சூழலியல்
refinement,0.9,0.0,சுத்திகரிப்பு
complementary,0.9,0.0,நிரப்பு
patient,0.9,0.0,நோயாளி
inviolate,0.9,0.0,மீறல்
eagerness,0.9,0.0,ஆவல்
civilize,0.9,0.0,நாகரிகம்
well-mannered,0.9,0.0,நல்ல நடத்தை
dignity,0.9,0.0,கண்ணியம்
steadiest,0.9,0.0,நிலையானது
favorite,0.9,0.0,பிடித்தது
astutely,0.9,0.0,ஆச்சரியமாக
splendid,0.9,0.0,அற்புதமான
subsidizing,0.9,0.0,மானியம்
plush,0.9,0.0,பட்டு
marvelously,0.9,0.0,அற்புதமாக
adorer,0.9,0.0,காதல்
happier,0.9,0.0,மகிழ்ச்சியாக
perseverance,0.9,0.0,விடாமுயற்சி
sensational,0.9,0.0,பரபரப்பான
nimble,0.9,0.0,வேகமான
multi-purpose,0.9,0.0,பல்நோக்கு
affably,0.9,0.0,அன்பாக
astonish,0.9,0.0,ஆச்சரியப்படுங்கள்
lover,0.9,0.0,காதலன்
nourishing,0.9,0.0,ஊட்டமளிக்கும்
upheld,0.9,0.0,உறுதிப்படுத்தப்பட்டது
exalt,0.9,0.0,உயர்த்துங்கள்
happy,0.9,0.0,சந்தோஷமாக
prodigiously,0.9,0.0,அதிசயமாக
humble,0.9,0.0,தாழ்மையான
proven,0.9,0.0,நிரூபிக்கப்பட்டுள்ளது
resounding,0.9,0.0,பெரும்
cashbacks,0.9,0.0,கேஷ்பேக்குகள்
visionary,0.9,0.0,தொலைநோக்கு
thoughtful,0.9,0.0,சிந்தனைமிக்க
smarter,0.9,0.0,சிறந்த
conciliate,0.9,0.0,சமரசம்
credible,0.9,0.0,நம்பகமான
dependable,0.9,0.0,நம்பகமான
saint,0.9,0.0,துறவி
fairness,0.9,0.0,நேர்மை
victorious,0.9,0.0,வெற்றி
excels,0.9,0.0,சிறந்து விளங்குகிறது
celebrated,0.9,0.0,கொண்டாடப்பட்டது
keenly,0.9,0.0,ஆர்வமாக
humorously,0.9,0.0,நகைச்சுவையாக
effectual,0.9,0.0,பயனுள்ள
enchanting,0.9,0.0,மயக்கும்
favour,0.9,0.0,தயவு
titillate,0.9,0.0,டைட்டிலேட்
flexibility,0.9,0.0,நெகிழ்வுத்தன்மை
mesmerize,0.9,0.0,மயக்குங்கள்
favorable,0.9,0.0,சாதகமான
unwavering,0.9,0.0,உறுதியற்றது
neat,0.9,0.0,சுத்தமாக
generous,0.9,0.0,தாராள
satisfies,0.9,0.0,திருப்தி அளிக்கிறது
consummate,0.9,0.0,முழுமையான
marvellous,0.9,0.0,அற்புத
tempting,0.9,0.0,கவர்ச்சியூட்டும்
mastery,0.9,0.0,தேர்ச்சி
peacefully,0.9,0.0,அமைதியாக
improvements,0.9,0.0,மேம்பாடுகள்
amicability,0.9,0.0,இணக்கத்தன்மை
indebted,0.9,0.0,கடன்பட்டது
high-quality,0.9,0.0,உயர்தர
unfettered,0.9,0.0,தடங்கலற்ற
easing,0.9,0.0,எளிதாக்குதல்
exonerate,0.9,0.0,விடுவிக்கவும்
enhance,0.9,0.0,மேம்படுத்த
evaluative,0.9,0.0,மதிப்பீடு
fabulous,0.9,0.0,அற்புதமான
mind-blowing,0.9,0.0,பிரம்மிக்க
well-educated,0.9,0.0,நன்கு படித்தவர்
heroine,0.9,0.0,கதாநாயகி
daringly,0.9,0.0,தைரியமாக
lavish,0.9,0.0,பகட்டான
luxuriously,0.9,0.0,ஆடம்பரமாக
marvelousness,0.9,0.0,அற்புதம்
classy,0.9,0.0,கம்பீரமான
tickle,0.9,0.0,கூச்சம்
woo,0.9,0.0,வூ
low-cost,0.9,0.0,குறைந்த விலை
restored,0.9,0.0,மீட்டெடுக்கப்பட்டது
romanticize,0.9,0.0,காதல்
rejoice,0.9,0.0,மகிழ்ச்சியுங்கள்
wholeheartedly,0.9,0.0,முழு மனதுடன்
smitten,0.9,0.0,அடிபட்டது
illuminating,0.9,0.0,ஒளிரும்
diligent,0.9,0.0,விடாமுயற்சி
amazed,0.9,0.0,ஆச்சரியப்பட்டார்
levity,0.9,0.0,லெவிட்டி
reverently,0.9,0.0,பயபக்தியுடன்
courageous,0.9,0.0,தைரியமான
tantalizingly,0.9,0.0,தந்திரமாக
aver,0.9,0.0,கொண்டிருத்தல்
congenial,0.9,0.0,இணக்கமான
pleases,0.9,0.0,மகிழ்ச்சி
toughest,0.9,0.0,கடினமான
tender,0.9,0.0,ஒப்பந்தம்
permissible,0.9,0.0,அனுமதிக்கப்படுகிறது
alluringly,0.9,0.0,கவர்ச்சியாக
astonishment,0.9,0.0,ஆச்சரியம்
quiet,0.9,0.0,அமைதியான
commitment,0.9,0.0,அர்ப்பணிப்பு
indulgence,0.9,0.0,நுகர்வு
endorse,0.9,0.0,ஒப்புதல்
glowingly,0.9,0.0,ஒளிரும்
congratulate,0.9,0.0,வாழ்த்து
peace,0.9,0.0,சமாதானம்
keen,0.9,0.0,முனைப்புடன்
breathlessness,0.9,0.0,மூச்சுத் திணறல்
sufficed,0.9,0.0,போதுமானது
humourous,0.9,0.0,நகைச்சுவையான
unreal,0.9,0.0,உண்மையற்றது
delicate,0.9,0.0,மென்மையான
flourish,0.9,0.0,செழித்து வளரும்
purify,0.9,0.0,சுத்திகரிக்கவும்
user-friendly,0.9,0.0,பயனர் நட்பு
intricate,0.9,0.0,சிக்கலானது
enjoyably,0.9,0.0,சுவாரஸ்யமாக
well-managed,0.9,0.0,நன்கு நிர்வகிக்கப்படுகிறது
perfectly,0.9,0.0,செய்தபின்
worthy,0.9,0.0,தகுதியானவர்
rightful,0.9,0.0,சரியானது
fastest,0.9,0.0,வேகமாக
extoll,0.9,0.0,புகழ்ந்து பேசுங்கள்
defeated,0.9,0.0,தோற்கடிக்கப்பட்டது
radiance,0.9,0.0,பிரகாசம்
flashy,0.9,0.0,மிகச்சிறிய பிரகாசமான
generosity,0.9,0.0,பெருந்தன்மை
merry,0.9,0.0,மகிழ்ச்சி
groundbreaking,0.9,0.0,நிலநடுக்கம்
decisive,0.9,0.0,தீர்க்கமான
protection,0.9,0.0,பாதுகாப்பு
interesting,0.9,0.0,சுவாரஸ்யமானது
satisfactory,0.9,0.0,திருப்திகரமான
ecenomical,0.9,0.0,சுற்றுச்சூழல்
prowess,0.9,0.0,வலிமை
adorable,0.9,0.0,அபிமான
mesmerizing,0.9,0.0,மயக்கும்
uncomplicated,0.9,0.0,சிக்கலற்றது
entice,0.9,0.0,கவர்ந்திழுக்க
fun,0.9,0.0,வேடிக்கை
best,0.9,0.0,சிறந்தது
godlike,0.9,0.0,கடவுளைப் போன்றது
attune,0.9,0.0,attune
toll-free,0.9,0.0,கட்டணமில்லாது
regard,0.9,0.0,தொடர்பாக
ameliorate,0.9,0.0,மேம்படுத்துங்கள்
useable,0.9,0.0,பயன்படுத்தக்கூடியது
top-notch,0.9,0.0,முதலிடம்
astoundingly,0.9,0.0,வியக்க வைக்கும்
celebrate,0.9,0.0,கொண்டாடுங்கள்
affable,0.9,0.0,மலிவு
flourishing,0.9,0.0,செழித்து வளர்கிறது
easiness,0.9,0.0,எளிமை
well-behaved,0.9,0.0,நன்றாக நடந்துகொண்டார்
enjoyment,0.9,0.0,இன்பம்
exultingly,0.9,0.0,மகிழ்ச்சியுடன்
popular,0.9,0.0,பிரபலமானது
cornerstone,0.9,0.0,மூலையில்
remedy,0.9,0.0,தீர்வு
greatness,0.9,0.0,மகத்துவம்
effusiveness,0.9,0.0,செயல்திறன்
cool,0.9,0.0,குளிர்
raptureously,0.9,0.0,பேரானந்தமாக
bolster,0.9,0.0,உயர்த்தவும்
erudite,0.9,0.0,பாலுணர்வு
smoothest,0.9,0.0,மென்மையான
examplar,0.9,0.0,எடுத்துக்காட்டு
exciting,0.9,0.0,உற்சாகமான
apotheosis,0.9,0.0,apotheosis
convenience,0.9,0.0,வசதி
impeccably,0.9,0.0,பாவம்
kindliness,0.9,0.0,தயவு
recover,0.9,0.0,மீட்க
standout,0.9,0.0,தனித்துவமான
halcyon,0.9,0.0,ஹால்சியான்
satisfactorily,0.9,0.0,திருப்திகரமாக
worth-while,0.9,0.0,மதிப்புள்ள போது
well-being,0.9,0.0,நல்வாழ்வு
thrill,0.9,0.0,சிலிர்ப்பு
rightly,0.9,0.0,சரியாக
entrancing,0.9,0.0,நுழைவு
victory,0.9,0.0,வெற்றி
survivor,0.9,0.0,உயிர் பிழைத்தவர்
dreamland,0.9,0.0,ட்ரீம்லேண்ட்
renaissance,0.9,0.0,மறுமலர்ச்சி
radiant,0.9,0.0,கதிரியக்க
delicacy,0.9,0.0,சுவையாக
innocuous,0.9,0.0,தீங்கற்ற
enthral,0.9,0.0,enthrall
comfort,0.9,0.0,ஆறுதல்
sexy,0.9,0.0,கவர்ச்சியாக
champion,0.9,0.0,சாம்பியன்
amazes,0.9,0.0,வியக்க வைக்கிறது
enough,0.9,0.0,போதும்
effusively,0.9,0.0,வெளிப்படையாக
unquestionably,0.9,0.0,சந்தேகத்திற்கு இடமின்றி
regally,0.9,0.0,ஒழுங்காக
tough,0.9,0.0,கடுமையான
terrific,0.9,0.0,பயங்கர
envious,0.9,0.0,பொறாமை
soothe,0.9,0.0,ஆற்றவும்
astound,0.9,0.0,திகைக்க வைக்கிறது
pleasingly,0.9,0.0,மகிழ்ச்சியுடன்
agreeableness,0.9,0.0,ஏற்றுக்கொள்ளும் தன்மை
marveled,0.9,0.0,ஆச்சரியப்பட்டது
assuredly,0.9,0.0,நிச்சயமாக
chivalry,0.9,0.0,வீரவணக்கம்
pleasurably,0.9,0.0,மகிழ்ச்சியுடன்
hug,0.9,0.0,கட்டிப்பிடி
sincere,0.9,0.0,நேர்மையான
affectation,0.9,0.0,பணி
exquisitely,0.9,0.0,நேர்த்தியாக
amaze,0.9,0.0,ஆச்சரியப்படுங்கள்
fortuitous,0.9,0.0,தற்செயலான
god-given,0.9,0.0,கடவுள் கொடுத்தது
shiny,0.9,0.0,பளபளப்பான
tolerable,0.9,0.0,தாங்கக்கூடியது
stunning,0.9,0.0,அதிர்ச்சி தரும்
preeminent,0.9,0.0,முதன்மையானது
protect,0.9,0.0,பாதுகாக்க
masterpieces,0.9,0.0,தலைசிறந்த படைப்புகள்
merriness,0.9,0.0,மகிழ்ச்சி
sumptuousness,0.9,0.0,ஆடம்பரமான தன்மை
exellent,0.9,0.0,exellent
defender,0.9,0.0,பாதுகாவலர்
responsibly,0.9,0.0,பொறுப்புடன்
warmer,0.9,0.0,வெப்பமான
self-sufficiency,0.9,0.0,தன்னிறைவு
snazzy,0.9,0.0,snazzy
brighten,0.9,0.0,பிரகாசமாக்கு
cleanliness,0.9,0.0,தூய்மை
saintliness,0.9,0.0,புனிதத்தன்மை
heartwarming,0.9,0.0,இதயத்தைத் தூண்டும்
polished,0.9,0.0,மெருகூட்டப்பட்டது
superiority,0.9,0.0,மேன்மை
goodly,0.9,0.0,நன்றாக
inexpensive,0.9,0.0,மலிவான
pluses,0.9,0.0,பிளஸ்
valuable,0.9,0.0,மதிப்புமிக்கது
straightforward,0.9,0.0,நேரடியான
rewardingly,0.9,0.0,வெகுமதி
chaste,0.9,0.0,கற்பு
counter-attacks,0.9,0.0,எதிர் தாக்குதல்கள்
posh,0.9,0.0,ஆடம்பரமான
meticulous,0.9,0.0,உன்னிப்பாக
empower,0.9,0.0,அதிகாரம்
gained,0.9,0.0,பெற்றது
modern,0.9,0.0,நவீன
handy,0.9,0.0,எளிது
heartfelt,0.9,0.0,இதயப்பூர்வமான
encouraging,0.9,0.0,ஊக்குவிக்கும்
ecstatic,0.9,0.0,களிப்பூட்டும்
creative,0.9,0.0,படைப்பு
respectfully,0.9,0.0,மரியாதையுடன்
avid,0.9,0.0,ஆர்வமுள்ள
legendary,0.9,0.0,புராணக்கதை
veritable,0.9,0.0,மெய்யானது
exceeded,0.9,0.0,தாண்டியது
supple,0.9,0.0,மிருதுவான
tremendously,0.9,0.0,மிகப்பெரிய
cherub,0.9,0.0,கேருப்
winners,0.9,0.0,வெற்றியாளர்கள்
rockstars,0.9,0.0,ராக்ஸ்டார்ஸ்
serenity,0.9,0.0,அமைதி
profound,0.9,0.0,ஆழமான
light-hearted,0.9,0.0,ஒளி மனம் கொண்டவர்
enthusiastic,0.9,0.0,உற்சாகமான
joyous,0.9,0.0,மகிழ்ச்சி
recommendations,0.9,0.0,பரிந்துரைகள்
consistent,0.9,0.0,சீரானது
exaltation,0.9,0.0,உயர்ந்தது
sweetness,0.9,0.0,இனிப்பு
winning,0.9,0.0,வென்றது
peps,0.9,0.0,பெப்ஸ்
razor-sharp,0.9,0.0,ரேஸர்-கூர்மையான
boom,0.9,0.0,ஏற்றம்
enticed,0.9,0.0,கவர்ந்திழுக்கப்பட்ட
revolutionary,0.9,0.0,புரட்சிகர
wonderful,0.9,0.0,அற்புதம்
cure,0.9,0.0,குணப்படுத்த
devout,0.9,0.0,பக்தியுள்ள
diligence,0.9,0.0,விடாமுயற்சி
worthiness,0.9,0.0,தகுதி
twinkly,0.9,0.0,twinkly
cheaper,0.9,0.0,மலிவானது
exceled,0.9,0.0,சிறந்து விளங்கியது
abound,0.9,0.0,ஏராளமாக
opulent,0.9,0.0,செழிப்பானது
wealthy,0.9,0.0,செல்வந்தர்
blossom,0.9,0.0,மலரும்
optimism,0.9,0.0,நம்பிக்கை
gladness,0.9,0.0,மகிழ்ச்சி
roomier,0.9,0.0,ரூமியர்
saintly,0.9,0.0,புனிதர்
favored,0.9,0.0,சாதகமானது
lovable,0.9,0.0,அன்பான
unforgettable,0.9,0.0,மறக்க முடியாதது
outshine,0.9,0.0,வெளிச்சம்
restructuring,0.9,0.0,மறுசீரமைப்பு
prominent,0.9,0.0,முக்கியமானது
altruistically,0.9,0.0,altruistically
simpler,0.9,0.0,எளிமையானது
cute,0.9,0.0,அழகான
well-run,0.9,0.0,நன்றாக இயங்கும்
bountiful,0.9,0.0,ஏராளமான
speedily,0.9,0.0,விரைவாக
commendable,0.9,0.0,பாராட்டத்தக்கது
restful,0.9,0.0,நிதானமான
captivating,0.9,0.0,கவரும்
lovably,0.9,0.0,அன்பாக
energetic,0.9,0.0,ஆற்றல் மிக்கது
freedoms,0.9,0.0,சுதந்திரங்கள்
sleek,0.9,0.0,நேர்த்தியான
lawful,0.9,0.0,சட்டபூர்வமானது
crisp,0.9,0.0,மிருதுவான
foolproof,0.9,0.0,முட்டாள்தனமான
truthfully,0.9,0.0,உண்மையாக
sparkling,0.9,0.0,வண்ண
beckoned,0.9,0.0,அழைத்தார்
resilient,0.9,0.0,நெகிழக்கூடிய
faithful,0.9,0.0,உண்மையுள்ள
rejoicing,0.9,0.0,மகிழ்ச்சி
helping,0.9,0.0,உதவி
dazzling,0.9,0.0,திகைப்பூட்டும்
capability,0.9,0.0,திறன்
affluent,0.9,0.0,வசதி படைத்தவர்
exceed,0.9,0.0,மீறவும்
hero,0.9,0.0,ஹீரோ
steadfast,0.9,0.0,உறுதியான
a+,0.9,0.0,a +
irreproachable,0.9,0.0,மாற்றமுடியாதது
sociable,0.9,0.0,நேசமான
plusses,0.9,0.0,plusses
praiseworthy,0.9,0.0,பாராட்டத்தக்கது
self-satisfaction,0.9,0.0,சுய திருப்தி
likable,0.9,0.0,விரும்பத்தக்கது
rightfully,0.9,0.0,சரியாக
wins,0.9,0.0,வெற்றி
refined,0.9,0.0,சுத்திகரிக்கப்பட்டது
charitable,0.9,0.0,தொண்டு
poise,0.9,0.0,சமநிலை
gooood,0.9,0.0,gooood
agreeable,0.9,0.0,ஏற்றுக்கொள்ளத்தக்கது
dexterous,0.9,0.0,டெக்ஸ்டெரஸ்
well-established,0.9,0.0,நன்கு நிறுவப்பட்ட
amiable,0.9,0.0,இணக்கமான
brisk,0.9,0.0,விறுவிறுப்பான
sincerity,0.9,0.0,நேர்மை
beauty,0.9,0.0,அழகு
advocates,0.9,0.0,வக்கீல்கள்
concise,0.9,0.0,சுருக்கமான
prudently,0.9,0.0,விவேகத்துடன்
revelation,0.9,0.0,வெளிப்பாடு
ultra-crisp,0.9,0.0,தீவிர மிருதுவான
revitalize,0.9,0.0,புத்துயிர் பெறுங்கள்
talent,0.9,0.0,திறமை
wondrous,0.9,0.0,அதிசயம்
helpful,0.9,0.0,உதவியாக இருக்கும்
fervor,0.9,0.0,உற்சாகம்
swankier,0.9,0.0,ஸ்வாங்கியர்
graceful,0.9,0.0,அழகான
trustingly,0.9,0.0,நம்பிக்கையுடன்
extraordinarily,0.9,0.0,அசாதாரணமாக
deginified,0.9,0.0,deginified
attractive,0.9,0.0,கவர்ச்சிகரமான
powerful,0.9,0.0,சக்திவாய்ந்த
stimulating,0.9,0.0,தூண்டுகிறது
empathy,0.9,0.0,பச்சாத்தாபம்
suitable,0.9,0.0,பொருத்தமானது
eye-catch,0.9,0.0,கண் பிடிப்பு
tempt,0.9,0.0,சோதனையிடவும்
auspicious,0.9,0.0,சுப
enthralled,0.9,0.0,மயக்கமடைந்தது
triumphantly,0.9,0.0,வெற்றிகரமாக
beneficent,0.9,0.0,பயனாளி
good,0.9,0.0,நல்ல
exceptionally,0.9,0.0,விதிவிலக்காக
dexterously,0.9,0.0,திறமையாக
survival,0.9,0.0,பிழைப்பு
maturely,0.9,0.0,முதிர்ச்சியுடன்
impartiality,0.9,0.0,பக்கச்சார்பற்ற தன்மை
relief,0.9,0.0,துயர் நீக்கம்
earnestness,0.9,0.0,ஆர்வம்
trusted,0.9,0.0,நம்பகமான
peacekeepers,0.9,0.0,அமைதி காக்கும் படையினர்
endorsed,0.9,0.0,ஒப்புதல் அளித்தது
diligently,0.9,0.0,விடாமுயற்சியுடன்
accomplished,0.9,0.0,நிறைவேற்றப்பட்டது
entertain,0.9,0.0,பொழுதுபோக்கு
tougher,0.9,0.0,கடுமையானது
reforms,0.9,0.0,சீர்திருத்தங்கள்
wellbeing,0.9,0.0,நல்வாழ்வு
guiltless,0.9,0.0,குற்றமற்ற
stimulative,0.9,0.0,தூண்டுதல்
flawless,0.9,0.0,குறைபாடற்ற
spacious,0.9,0.0,விசாலமான
gracefully,0.9,0.0,மனதார
surmount,0.9,0.0,surmount
poetic,0.9,0.0,கவிதை
reaffirm,0.9,0.0,மீண்டும் உறுதிப்படுத்தவும்
productive,0.9,0.0,உற்பத்தி
advantageously,0.9,0.0,சாதகமாக
better,0.9,0.0,சிறந்தது
temptingly,0.9,0.0,கவர்ச்சியாக
passionately,0.9,0.0,உணர்ச்சியுடன்
rational,0.9,0.0,பகுத்தறிவு
breathtakingly,0.9,0.0,மூச்சடைக்க
unquestionable,0.9,0.0,கேள்விக்குறியாதது
fashionable,0.9,0.0,நாகரீகமான
uplift,0.9,0.0,உயர்வு
sharpest,0.9,0.0,கூர்மையானது
charming,0.9,0.0,அழகான
agile,0.9,0.0,சுறுசுறுப்பான
elated,0.9,0.0,உற்சாகமானது
enrichment,0.9,0.0,செறிவூட்டல்
considerate,0.9,0.0,கருதப்படுகிறது
cleverly,0.9,0.0,புத்திசாலித்தனமாக
prefer,0.9,0.0,விரும்புகிறேன்
privilege,0.9,0.0,சலுகை
astounded,0.9,0.0,திகைத்துப்போனது
trophy,0.9,0.0,கோப்பை
exceeds,0.9,0.0,மீறுகிறது
cheery,0.9,0.0,மகிழ்ச்சியான
acclaimed,0.9,0.0,பாராட்டப்பட்டது
geekier,0.9,0.0,கீக்கியர்
charm,0.9,0.0,கவர்ச்சி
smiling,0.9,0.0,சிரித்துக்கொண்டே
glitter,0.9,0.0,பளபளப்பு
admiring,0.9,0.0,போற்றுதல்
invaluable,0.9,0.0,விலைமதிப்பற்றது
magic,0.9,0.0,மந்திரம்
fastest-growing,0.9,0.0,வேகமாக வளரும்
easier,0.9,0.0,எளிதானது
revive,0.9,0.0,புதுப்பிக்க
commend,0.9,0.0,பாராட்டு
prodigy,0.9,0.0,prodigy
fearless,0.9,0.0,அச்சமற்ற
convient,0.9,0.0,பொருத்தமானது
savings,0.9,0.0,சேமிப்பு
appreciates,0.9,0.0,பாராட்டுகிறது
hardier,0.9,0.0,கடினமானது
zippy,0.9,0.0,zippy
ebullient,0.9,0.0,ebullient
examplary,0.9,0.0,பரீட்சை
prolific,0.9,0.0,நிறைவான
gallantly,0.9,0.0,தைரியமாக
manageable,0.9,0.0,நிர்வகிக்கக்கூடியது
protective,0.9,0.0,பாதுகாப்பு
politeness,0.9,0.0,பணிவு
optimistic,0.9,0.0,நம்பிக்கை
sane,0.9,0.0,விவேகம்
fortunate,0.9,0.0,அதிர்ஷ்டசாலி
doubtless,0.9,0.0,சந்தேகத்திற்கு இடமின்றி
conscientious,0.9,0.0,மனசாட்சி
invincible,0.9,0.0,வெல்ல முடியாத
restructured,0.9,0.0,மறுசீரமைக்கப்பட்டது
fiery,0.9,0.0,உமிழும்
irresistibly,0.9,0.0,தவிர்க்கமுடியாமல்
welcome,0.9,0.0,வரவேற்பு
smilingly,0.9,0.0,புன்னகையுடன்
rapture,0.9,0.0,பேரானந்தம்
tantalizing,0.9,0.0,தந்திரம்
inspiring,0.9,0.0,எழுச்சியூட்டும்
luminous,0.9,0.0,ஒளிரும்
luck,0.9,0.0,அதிர்ஷ்டம்
efficiently,0.9,0.0,திறமையாக
recomend,0.9,0.0,பரிந்துரை
beneficial,0.9,0.0,நன்மை பயக்கும்
spontaneous,0.9,0.0,தன்னிச்சையான
feasible,0.9,0.0,சாத்தியமான
cheer,0.9,0.0,உற்சாகம்
strong,0.9,0.0,வலுவான
variety,0.9,0.0,பல்வேறு
prudence,0.9,0.0,எச்சரிக்கை
romantic,0.9,0.0,காதல்
marvel,0.9,0.0,அற்புதம்
upgradable,0.9,0.0,மேம்படுத்தக்கூடியது
likes,0.9,0.0,பிடிக்கும்
cooperative,0.9,0.0,கூட்டுறவு
idolized,0.9,0.0,சிலை
positively,0.9,0.0,நேர்மறையாக
gain,0.9,0.0,ஆதாயம்
eyecatch,0.9,0.0,கண் பார்வை
flatteringly,0.9,0.0,முகஸ்துதி
heroic,0.9,0.0,வீர
zest,0.9,0.0,அனுபவம்
attentive,0.9,0.0,கவனத்துடன்
glorify,0.9,0.0,மகிமைப்படுத்துங்கள்
prosperity,0.9,0.0,செழிப்பு
smoothly,0.9,0.0,சீராக
authoritative,0.9,0.0,அதிகாரப்பூர்வ
meticulously,0.9,0.0,உத்தமமாக
principled,0.9,0.0,கொள்கை ரீதியானது
dignify,0.9,0.0,கண்ணியம்
eyecatching,0.9,0.0,கண் பார்வை
excelent,0.9,0.0,சிறந்தது
vibrantly,0.9,0.0,துடிப்பாக
advocated,0.9,0.0,வாதிட்டார்
desirous,0.9,0.0,விரும்பத்தக்கது
excite,0.9,0.0,தூண்ட
proves,0.9,0.0,நிரூபிக்கிறது
trouble-free,0.9,0.0,சிக்கல் இல்லாதது
exuberant,0.9,0.0,உற்சாகமான
promised,0.9,0.0,வாக்குறுதியளித்தார்
